uid,floor,node,rating,ch1,ch2,ch3,ch4
f14d4bf662b911efa84928c2dd2980ba,2,1,S,Soldier 11,Koleda,Lucy,Rocketboo
f14d4bf662b911efa84928c2dd2980ba,2,2,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4bf662b911efa84928c2dd2980ba,1,1,S,Soldier 11,Koleda,Lucy,Rocketboo
f14d4bf662b911efa84928c2dd2980ba,1,2,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4bf762b911efb82f28c2dd2980ba,7,1,B,Ellen,Koleda,Soukaku,Sharkboo
f14d4bf762b911efb82f28c2dd2980ba,7,2,B,Zhu Yuan,Anby,Nicole,Plugboo
f14d4bf762b911efb82f28c2dd2980ba,6,1,A,Ellen,Koleda,Soukaku,Sharkboo
f14d4bf762b911efb82f28c2dd2980ba,6,2,A,Zhu Yuan,Anby,Nicole,Plugboo
f14d4bf762b911efb82f28c2dd2980ba,5,1,A,Ellen,Koleda,Soukaku,Sharkboo
f14d4bf762b911efb82f28c2dd2980ba,5,2,A,Zhu Yuan,Anby,Nicole,Plugboo
f14d4bf762b911efb82f28c2dd2980ba,4,1,S,Zhu Yuan,Anby,Nicole,Sharkboo
f14d4bf762b911efb82f28c2dd2980ba,4,2,S,Ellen,Koleda,Soukaku,Plugboo
f14d4bf762b911efb82f28c2dd2980ba,3,1,S,Zhu Yuan,Anby,Nicole,Sharkboo
f14d4bf762b911efb82f28c2dd2980ba,3,2,S,Ellen,Koleda,Soukaku,Plugboo
f14d4bf762b911efb82f28c2dd2980ba,2,1,S,Ellen,Koleda,Soukaku,Plugboo
f14d4bf762b911efb82f28c2dd2980ba,2,2,S,Zhu Yuan,Anby,Nicole,Sharkboo
f14d4bf762b911efb82f28c2dd2980ba,1,1,S,Zhu Yuan,Anby,Nicole,Sharkboo
f14d4bf762b911efb82f28c2dd2980ba,1,2,S,Ellen,Koleda,Soukaku,Plugboo
f14d4bf862b911efbe6328c2dd2980ba,6,1,S,Soldier 11,Piper,Lucy,Rocketboo
f14d4bf862b911efbe6328c2dd2980ba,6,2,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bf862b911efbe6328c2dd2980ba,5,1,A,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bf862b911efbe6328c2dd2980ba,5,2,A,Soldier 11,Piper,Lucy,Rocketboo
f14d4bf862b911efbe6328c2dd2980ba,4,1,S,Soldier 11,Piper,Lucy,Rocketboo
f14d4bf862b911efbe6328c2dd2980ba,4,2,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bf862b911efbe6328c2dd2980ba,3,1,S,Soldier 11,Piper,Lucy,Rocketboo
f14d4bf862b911efbe6328c2dd2980ba,3,2,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bf862b911efbe6328c2dd2980ba,2,1,S,Soldier 11,Piper,Lucy,Rocketboo
f14d4bf862b911efbe6328c2dd2980ba,2,2,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bf862b911efbe6328c2dd2980ba,1,1,S,Soldier 11,Piper,Lucy,Rocketboo
f14d4bf862b911efbe6328c2dd2980ba,1,2,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bf962b911efad3128c2dd2980ba,7,1,S,Ellen,Koleda,Soukaku,Sharkboo
f14d4bf962b911efad3128c2dd2980ba,7,2,S,Zhu Yuan,Qingyi,Nicole,Plugboo
f14d4bf962b911efad3128c2dd2980ba,6,1,S,Ellen,Koleda,Soukaku,Sharkboo
f14d4bf962b911efad3128c2dd2980ba,6,2,S,Zhu Yuan,Qingyi,Nicole,Plugboo
f14d4bf962b911efad3128c2dd2980ba,5,1,S,Ellen,Koleda,Soukaku,Sharkboo
f14d4bf962b911efad3128c2dd2980ba,5,2,S,Zhu Yuan,Qingyi,Nicole,Plugboo
f14d4bf962b911efad3128c2dd2980ba,4,1,S,Ellen,Anby,Soukaku,Sharkboo
f14d4bf962b911efad3128c2dd2980ba,4,2,S,Zhu Yuan,Qingyi,Nicole,Plugboo
f14d4bf962b911efad3128c2dd2980ba,3,1,S,Ellen,Anby,Soukaku,Sharkboo
f14d4bf962b911efad3128c2dd2980ba,3,2,S,Zhu Yuan,Qingyi,Nicole,Plugboo
f14d4bf962b911efad3128c2dd2980ba,2,1,S,Ellen,Anby,Soukaku,Sharkboo
f14d4bf962b911efad3128c2dd2980ba,2,2,S,Zhu Yuan,Qingyi,Nicole,Plugboo
f14d4bf962b911efad3128c2dd2980ba,1,1,S,Ellen,Anby,Soukaku,Sharkboo
f14d4bf962b911efad3128c2dd2980ba,1,2,S,Zhu Yuan,Qingyi,Nicole,Plugboo
f14d4bfa62b911ef873128c2dd2980ba,4,1,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4bfa62b911ef873128c2dd2980ba,4,2,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bfa62b911ef873128c2dd2980ba,3,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bfa62b911ef873128c2dd2980ba,3,2,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4bfa62b911ef873128c2dd2980ba,2,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bfa62b911ef873128c2dd2980ba,2,2,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4bfa62b911ef873128c2dd2980ba,1,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bfa62b911ef873128c2dd2980ba,1,2,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4bfb62b911ef9e9728c2dd2980ba,7,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bfb62b911ef9e9728c2dd2980ba,7,2,S,Qingyi,Nicole,Zhu Yuan,Resonaboo
f14d4bfb62b911ef9e9728c2dd2980ba,6,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bfb62b911ef9e9728c2dd2980ba,6,2,S,Qingyi,Nicole,Zhu Yuan,Resonaboo
f14d4bfb62b911ef9e9728c2dd2980ba,5,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bfb62b911ef9e9728c2dd2980ba,5,2,S,Qingyi,Nicole,Zhu Yuan,Resonaboo
f14d4bfb62b911ef9e9728c2dd2980ba,4,1,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4bfb62b911ef9e9728c2dd2980ba,4,2,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bfb62b911ef9e9728c2dd2980ba,3,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bfb62b911ef9e9728c2dd2980ba,3,2,S,Qingyi,Nicole,Zhu Yuan,Resonaboo
f14d4bfb62b911ef9e9728c2dd2980ba,2,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bfb62b911ef9e9728c2dd2980ba,2,2,S,Qingyi,Nicole,Zhu Yuan,Resonaboo
f14d4bfb62b911ef9e9728c2dd2980ba,1,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bfb62b911ef9e9728c2dd2980ba,1,2,S,Qingyi,Nicole,Zhu Yuan,Resonaboo
f14d4bfc62b911efa47728c2dd2980ba,7,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bfc62b911efa47728c2dd2980ba,7,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4bfc62b911efa47728c2dd2980ba,6,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bfc62b911efa47728c2dd2980ba,6,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4bfc62b911efa47728c2dd2980ba,5,1,S,Ellen,Lycaon,Soukaku,Resonaboo
f14d4bfc62b911efa47728c2dd2980ba,5,2,S,Zhu Yuan,Qingyi,Nicole,Sharkboo
f14d4bfc62b911efa47728c2dd2980ba,4,1,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4bfc62b911efa47728c2dd2980ba,4,2,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bfc62b911efa47728c2dd2980ba,3,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bfc62b911efa47728c2dd2980ba,3,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4bfc62b911efa47728c2dd2980ba,2,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bfc62b911efa47728c2dd2980ba,2,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4bfc62b911efa47728c2dd2980ba,1,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4bfc62b911efa47728c2dd2980ba,1,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4bfd62b911ef9bb428c2dd2980ba,5,1,A,Nekomata,Qingyi,Soukaku,Amillion
f14d4bfd62b911ef9bb428c2dd2980ba,5,2,A,Soldier 11,Ben,Lucy,Rocketboo
f14d4bfd62b911ef9bb428c2dd2980ba,4,1,S,Soldier 11,Ben,Lucy,Rocketboo
f14d4bfd62b911ef9bb428c2dd2980ba,4,2,S,Nekomata,Qingyi,Soukaku,Amillion
f14d4bfd62b911ef9bb428c2dd2980ba,3,1,S,Soldier 11,Ben,Lucy,Rocketboo
f14d4bfd62b911ef9bb428c2dd2980ba,3,2,S,Nekomata,Qingyi,Soukaku,Amillion
f14d4bfd62b911ef9bb428c2dd2980ba,2,1,S,Nekomata,Qingyi,Soukaku,Amillion
f14d4bfd62b911ef9bb428c2dd2980ba,2,2,S,Soldier 11,Ben,Lucy,Rocketboo
f14d4bfd62b911ef9bb428c2dd2980ba,1,1,S,Nekomata,Qingyi,Soukaku,Amillion
f14d4bfd62b911ef9bb428c2dd2980ba,1,2,S,Soldier 11,Ben,Lucy,Rocketboo
f14d4bfe62b911efa4f828c2dd2980ba,5,1,A,Lycaon,Billy,,Sharkboo
f14d4bfe62b911efa4f828c2dd2980ba,5,2,A,Anton,Ben,,Plugboo
f14d4bfe62b911efa4f828c2dd2980ba,4,1,A,Anton,Ben,Billy,Plugboo
f14d4bfe62b911efa4f828c2dd2980ba,4,2,A,Lycaon,,,Sharkboo
f14d4bfe62b911efa4f828c2dd2980ba,3,1,S,Lycaon,Billy,,Sharkboo
f14d4bfe62b911efa4f828c2dd2980ba,3,2,S,Anton,Ben,,Plugboo
f14d4bfe62b911efa4f828c2dd2980ba,2,1,S,Lycaon,Billy,,Sharkboo
f14d4bfe62b911efa4f828c2dd2980ba,2,2,S,Anton,Ben,,Plugboo
f14d4bfe62b911efa4f828c2dd2980ba,1,1,S,Lycaon,Billy,,Sharkboo
f14d4bfe62b911efa4f828c2dd2980ba,1,2,S,Anton,Ben,,Plugboo
f14d4bff62b911efadbe28c2dd2980ba,6,1,A,Ellen,Qingyi,Soukaku,Sharkboo
f14d4bff62b911efadbe28c2dd2980ba,6,2,A,Nekomata,Piper,Lucy,Bangvolver
f14d4bff62b911efadbe28c2dd2980ba,5,1,S,Ellen,Qingyi,Soukaku,Sharkboo
f14d4bff62b911efadbe28c2dd2980ba,5,2,S,Nekomata,Piper,Lucy,Bangvolver
f14d4bff62b911efadbe28c2dd2980ba,4,1,S,Nekomata,Piper,Lucy,Bangvolver
f14d4bff62b911efadbe28c2dd2980ba,4,2,S,Ellen,Qingyi,Soukaku,Sharkboo
f14d4bff62b911efadbe28c2dd2980ba,3,1,S,Ellen,Qingyi,Soukaku,Sharkboo
f14d4bff62b911efadbe28c2dd2980ba,3,2,S,Nekomata,Piper,Lucy,Bangvolver
f14d4bff62b911efadbe28c2dd2980ba,2,1,S,Nekomata,Piper,Lucy,Bangvolver
f14d4bff62b911efadbe28c2dd2980ba,2,2,S,Ellen,Qingyi,Soukaku,Sharkboo
f14d4bff62b911efadbe28c2dd2980ba,1,1,S,Nekomata,Piper,Lucy,Bangvolver
f14d4bff62b911efadbe28c2dd2980ba,1,2,S,Ellen,Qingyi,Soukaku,Sharkboo
f14d4c0062b911ef95d028c2dd2980ba,7,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0062b911ef95d028c2dd2980ba,7,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0062b911ef95d028c2dd2980ba,6,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0062b911ef95d028c2dd2980ba,6,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0062b911ef95d028c2dd2980ba,5,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0062b911ef95d028c2dd2980ba,5,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0062b911ef95d028c2dd2980ba,4,1,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0062b911ef95d028c2dd2980ba,4,2,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0062b911ef95d028c2dd2980ba,3,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0062b911ef95d028c2dd2980ba,3,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0062b911ef95d028c2dd2980ba,2,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0062b911ef95d028c2dd2980ba,2,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0062b911ef95d028c2dd2980ba,1,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0062b911ef95d028c2dd2980ba,1,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0162b911ef91e628c2dd2980ba,3,1,S,Ellen,Anby,Soukaku,Sharkboo
f14d4c0162b911ef91e628c2dd2980ba,3,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0162b911ef91e628c2dd2980ba,2,1,S,Ellen,Anby,Soukaku,Sharkboo
f14d4c0162b911ef91e628c2dd2980ba,2,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0162b911ef91e628c2dd2980ba,1,1,S,Ellen,Anby,Soukaku,Sharkboo
f14d4c0162b911ef91e628c2dd2980ba,1,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0262b911ef9b2228c2dd2980ba,7,1,B,Grace,Koleda,Lucy,Plugboo
f14d4c0262b911ef9b2228c2dd2980ba,7,2,B,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0262b911ef9b2228c2dd2980ba,6,1,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0262b911ef9b2228c2dd2980ba,6,2,S,Grace,Koleda,Lucy,Magnetiboo
f14d4c0262b911ef9b2228c2dd2980ba,5,1,S,Piper,Koleda,Lucy,Magnetiboo
f14d4c0262b911ef9b2228c2dd2980ba,5,2,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0262b911ef9b2228c2dd2980ba,4,1,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0262b911ef9b2228c2dd2980ba,4,2,S,Grace,Koleda,Lucy,Plugboo
f14d4c0262b911ef9b2228c2dd2980ba,3,1,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0262b911ef9b2228c2dd2980ba,3,2,S,Grace,Koleda,Lucy,Plugboo
f14d4c0262b911ef9b2228c2dd2980ba,2,1,S,Lucy,Grace,Piper,Plugboo
f14d4c0262b911ef9b2228c2dd2980ba,2,2,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0262b911ef9b2228c2dd2980ba,1,1,S,Lucy,Grace,Piper,Plugboo
f14d4c0262b911ef9b2228c2dd2980ba,1,2,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0362b911efa41c28c2dd2980ba,7,1,S,Lycaon,Soukaku,Ellen,Sharkboo
f14d4c0362b911efa41c28c2dd2980ba,7,2,S,Qingyi,Nicole,Zhu Yuan,Resonaboo
f14d4c0362b911efa41c28c2dd2980ba,6,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0362b911efa41c28c2dd2980ba,6,2,S,Grace,Qingyi,Anton,Plugboo
f14d4c0362b911efa41c28c2dd2980ba,5,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0362b911efa41c28c2dd2980ba,5,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0362b911efa41c28c2dd2980ba,4,1,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0362b911efa41c28c2dd2980ba,4,2,S,Qingyi,Grace,Anton,Plugboo
f14d4c0362b911efa41c28c2dd2980ba,3,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0362b911efa41c28c2dd2980ba,3,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0362b911efa41c28c2dd2980ba,2,1,S,Nekomata,Anby,Rina,Plugboo
f14d4c0362b911efa41c28c2dd2980ba,2,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0362b911efa41c28c2dd2980ba,1,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0362b911efa41c28c2dd2980ba,1,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0462b911efb2a328c2dd2980ba,7,1,S,Ellen,Lucy,Soukaku,Sharkboo
f14d4c0462b911efb2a328c2dd2980ba,7,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0462b911efb2a328c2dd2980ba,6,1,S,Ellen,Lucy,Soukaku,Sharkboo
f14d4c0462b911efb2a328c2dd2980ba,6,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0462b911efb2a328c2dd2980ba,5,1,S,Ellen,Lucy,Soukaku,Sharkboo
f14d4c0462b911efb2a328c2dd2980ba,5,2,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0462b911efb2a328c2dd2980ba,4,1,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0462b911efb2a328c2dd2980ba,4,2,S,Grace,Piper,Rina,Electroboo
f14d4c0462b911efb2a328c2dd2980ba,3,1,S,Ellen,Lucy,Soukaku,Sharkboo
f14d4c0462b911efb2a328c2dd2980ba,3,2,S,Grace,Anby,Nicole,Resonaboo
f14d4c0462b911efb2a328c2dd2980ba,2,1,S,Ellen,Lucy,Soukaku,Sharkboo
f14d4c0462b911efb2a328c2dd2980ba,2,2,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0462b911efb2a328c2dd2980ba,1,1,S,Ellen,Lucy,Soukaku,Sharkboo
f14d4c0462b911efb2a328c2dd2980ba,1,2,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0562b911ef8aa628c2dd2980ba,7,1,A,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0562b911ef8aa628c2dd2980ba,7,2,A,Grace,Anby,Anton,Plugboo
f14d4c0562b911ef8aa628c2dd2980ba,6,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0562b911ef8aa628c2dd2980ba,6,2,S,Grace,Anby,Anton,Plugboo
f14d4c0562b911ef8aa628c2dd2980ba,5,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0562b911ef8aa628c2dd2980ba,5,2,S,Grace,Anby,Anton,Plugboo
f14d4c0562b911ef8aa628c2dd2980ba,4,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0562b911ef8aa628c2dd2980ba,4,2,S,Grace,Anby,Anton,Plugboo
f14d4c0562b911ef8aa628c2dd2980ba,3,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0562b911ef8aa628c2dd2980ba,3,2,S,Grace,Anby,Anton,Plugboo
f14d4c0562b911ef8aa628c2dd2980ba,2,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0562b911ef8aa628c2dd2980ba,2,2,S,Grace,Anby,Anton,Plugboo
f14d4c0562b911ef8aa628c2dd2980ba,1,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0562b911ef8aa628c2dd2980ba,1,2,S,Grace,Anby,Anton,Plugboo
f14d4c0662b911ef8f8d28c2dd2980ba,7,1,B,Ellen,Koleda,Soukaku,Sharkboo
f14d4c0662b911ef8f8d28c2dd2980ba,7,2,B,Anton,Qingyi,Rina,Plugboo
f14d4c0662b911ef8f8d28c2dd2980ba,6,1,A,Ellen,Koleda,Soukaku,Sharkboo
f14d4c0662b911ef8f8d28c2dd2980ba,6,2,A,Anton,Qingyi,Rina,Plugboo
f14d4c0662b911ef8f8d28c2dd2980ba,5,1,A,Ellen,Koleda,Soukaku,Sharkboo
f14d4c0662b911ef8f8d28c2dd2980ba,5,2,A,Anton,Qingyi,Rina,Plugboo
f14d4c0662b911ef8f8d28c2dd2980ba,4,1,A,Anton,Qingyi,Rina,Plugboo
f14d4c0662b911ef8f8d28c2dd2980ba,4,2,A,Ellen,Koleda,Soukaku,Sharkboo
f14d4c0662b911ef8f8d28c2dd2980ba,3,1,S,Ellen,Koleda,Soukaku,Sharkboo
f14d4c0662b911ef8f8d28c2dd2980ba,3,2,S,Anton,Qingyi,Rina,Plugboo
f14d4c0662b911ef8f8d28c2dd2980ba,2,1,S,Ellen,Koleda,Soukaku,Sharkboo
f14d4c0662b911ef8f8d28c2dd2980ba,2,2,S,Anton,Qingyi,Rina,Plugboo
f14d4c0662b911ef8f8d28c2dd2980ba,1,1,S,Ellen,Koleda,Soukaku,Sharkboo
f14d4c0662b911ef8f8d28c2dd2980ba,1,2,S,Anton,Qingyi,Rina,Plugboo
f14d4c0762b911ef827128c2dd2980ba,7,1,A,Ellen,Lycaon,Soukaku,Butler
f14d4c0762b911ef827128c2dd2980ba,7,2,A,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0762b911ef827128c2dd2980ba,6,1,S,Ellen,Lycaon,Soukaku,Butler
f14d4c0762b911ef827128c2dd2980ba,6,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0762b911ef827128c2dd2980ba,5,1,S,Ellen,Lycaon,Soukaku,Butler
f14d4c0762b911ef827128c2dd2980ba,5,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0762b911ef827128c2dd2980ba,4,1,S,Zhu Yuan,Qingyi,Nicole,Devilboo
f14d4c0762b911ef827128c2dd2980ba,4,2,S,Ellen,Lycaon,Soukaku,Butler
f14d4c0762b911ef827128c2dd2980ba,3,1,S,Ellen,Lycaon,Soukaku,Butler
f14d4c0762b911ef827128c2dd2980ba,3,2,S,Zhu Yuan,Qingyi,Nicole,Devilboo
f14d4c0762b911ef827128c2dd2980ba,2,1,S,Ellen,Lycaon,Soukaku,Butler
f14d4c0762b911ef827128c2dd2980ba,2,2,S,Zhu Yuan,Qingyi,Nicole,Devilboo
f14d4c0762b911ef827128c2dd2980ba,1,1,S,Ellen,Lycaon,Soukaku,Butler
f14d4c0762b911ef827128c2dd2980ba,1,2,S,Zhu Yuan,Qingyi,Nicole,Devilboo
f14d4c0862b911ef8def28c2dd2980ba,4,1,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0862b911ef8def28c2dd2980ba,4,2,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0862b911ef8def28c2dd2980ba,3,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0862b911ef8def28c2dd2980ba,3,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0862b911ef8def28c2dd2980ba,2,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0862b911ef8def28c2dd2980ba,2,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0862b911ef8def28c2dd2980ba,1,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0862b911ef8def28c2dd2980ba,1,2,S,Zhu Yuan,Qingyi,Nicole,Resonaboo
f14d4c0962b911efaa1328c2dd2980ba,7,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0962b911efaa1328c2dd2980ba,7,2,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0962b911efaa1328c2dd2980ba,6,1,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0962b911efaa1328c2dd2980ba,6,2,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0962b911efaa1328c2dd2980ba,5,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0962b911efaa1328c2dd2980ba,5,2,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0962b911efaa1328c2dd2980ba,4,1,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0962b911efaa1328c2dd2980ba,4,2,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0962b911efaa1328c2dd2980ba,3,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0962b911efaa1328c2dd2980ba,3,2,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0962b911efaa1328c2dd2980ba,2,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0962b911efaa1328c2dd2980ba,2,2,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0962b911efaa1328c2dd2980ba,1,1,S,Ellen,Lycaon,Soukaku,Sharkboo
f14d4c0962b911efaa1328c2dd2980ba,1,2,S,Zhu Yuan,Anby,Nicole,Resonaboo
f14d4c0a62b911ef997d28c2dd2980ba,7,1,S,Nekomata,Anby,Lucy,Amillion
