uid,floor,star,score,boss,buff,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo,rank_percent
f0173910557811f084448878734f76cf,2,3,47296,Unknown Corruption Complex,Sonata,Yixuan,0,Pan Yinhu,6.0,Ju Fufu,0.0,Belion,181
f0173910557811f084448878734f76cf,3,3,38066,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Vivian,0.0,Nicole,6.0,Robin,181
f0173af7557811f0b1038878734f76cf,2,3,23120,Unknown Corruption Complex,Sonata,Yixuan,0,Pan Yinhu,4.0,Pulchra,6.0,Belion,7057
f0173af7557811f0b1038878734f76cf,3,3,22137,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Lycaon,2.0,Lucy,6.0,Robin,7057
f0173ba1557811f0a4208878734f76cf,1,3,24296,Notorious - Pompey,Graceful Mastery,Jane,0,Burnice,0.0,Lucy,6.0,Rocketboo,1293
f0173ba1557811f0a4208878734f76cf,2,3,36791,Unknown Corruption Complex,Sonata,Yixuan,1,Pan Yinhu,6.0,Pulchra,6.0,Belion,1293
f0173ba1557811f0a4208878734f76cf,3,3,28662,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Vivian,0.0,Astra Yao,0.0,Devilboo,1293
f0173c2d557811f0a9a28878734f76cf,1,3,20028,Notorious - Pompey,Sonata,Yixuan,0,Vivian,0.0,Caesar,0.0,Resonaboo,2777
f0173c2d557811f0a9a28878734f76cf,2,3,30435,Unknown Corruption Complex,Lingering Illness,Soldier 0 - Anby,0,Nicole,6.0,Astra Yao,0.0,Plugboo,2777
f0173c2d557811f0a9a28878734f76cf,3,3,25125,Sacrifice - Bringer,Graceful Mastery,Miyabi,1,Yanagi,0.0,Lycaon,0.0,Agent Gulliver,2777
f0174015557811f0a7a68878734f76cf,1,3,22518,Notorious - Pompey,Lingering Illness,Astra Yao,0,Lighter,0.0,Evelyn,0.0,Rocketboo,5040
f0174015557811f0a7a68878734f76cf,2,3,21537,Unknown Corruption Complex,Lingering Illness,Trigger,0,Ju Fufu,0.0,Yixuan,0.0,Belion,5040
f0174015557811f0a7a68878734f76cf,3,3,25552,Sacrifice - Bringer,Graceful Mastery,Vivian,0,Yanagi,0.0,Miyabi,0.0,Agent Gulliver,5040
f01743d7557811f0a0668878734f76cf,1,3,30978,Notorious - Pompey,Lingering Illness,Evelyn,0,Koleda,0.0,Astra Yao,0.0,Snap,793
f01743d7557811f0a0668878734f76cf,2,3,43393,Unknown Corruption Complex,Sonata,Yixuan,0,Pan Yinhu,5.0,Ju Fufu,0.0,Belion,793
f01743d7557811f0a0668878734f76cf,3,3,36948,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Vivian,0.0,Nicole,6.0,Robin,793
f017446e557811f08cb38878734f76cf,2,3,20948,Unknown Corruption Complex,Sonata,Yixuan,0,Pan Yinhu,0.0,Lucy,6.0,Bangvolver,5296
f017446e557811f08cb38878734f76cf,3,3,37903,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Vivian,0.0,Astra Yao,0.0,Snap,5296
f01744ea557811f0bd198878734f76cf,2,3,55234,Unknown Corruption Complex,Sonata,Yixuan,2,Pan Yinhu,6.0,Ju Fufu,0.0,Belion,1891
f01744ea557811f0bd198878734f76cf,3,3,27560,Sacrifice - Bringer,Graceful Mastery,Miyabi,2,Caesar,0.0,Lucy,5.0,Red Moccus,1891
f017456f557811f08fc48878734f76cf,2,3,37252,Unknown Corruption Complex,Sonata,Yixuan,0,Pan Yinhu,4.0,Astra Yao,0.0,Belion,2496
f017456f557811f08fc48878734f76cf,3,3,40423,Sacrifice - Bringer,Graceful Mastery,Miyabi,2,Vivian,0.0,Nicole,6.0,Robin,2496
f017479b557811f0a96f8878734f76cf,1,3,20569,Notorious - Pompey,Lingering Illness,Soldier 11,2,Trigger,0.0,Caesar,0.0,Rocketboo,1876
f017479b557811f0a96f8878734f76cf,2,3,33518,Unknown Corruption Complex,Sonata,Yixuan,0,Pan Yinhu,2.0,Pulchra,6.0,Belion,1876
f017479b557811f0a96f8878734f76cf,3,3,39721,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Vivian,0.0,Astra Yao,1.0,Robin,1876
f0174eac557811f0be968878734f76cf,1,2,17657,Notorious - Pompey,Sonata,Evelyn,0,Burnice,1.0,Astra Yao,1.0,Snap,8066
f0174eac557811f0be968878734f76cf,2,2,15705,Unknown Corruption Complex,Graceful Mastery,Yanagi,0,Vivian,0.0,Rina,2.0,Plugboo,8066
f0175600557811f095518878734f76cf,1,3,38434,Notorious - Pompey,Sonata,Yixuan,0,Pulchra,6.0,Ju Fufu,2.0,Belion,196
f0175600557811f095518878734f76cf,2,3,45043,Unknown Corruption Complex,Lingering Illness,Qingyi,3,Nicole,6.0,Zhu Yuan,0.0,Resonaboo,196
f0175600557811f095518878734f76cf,3,3,41213,Sacrifice - Bringer,Graceful Mastery,Astra Yao,0,Miyabi,0.0,Burnice,0.0,Snap,196
f0175722557811f0899c8878734f76cf,1,3,23279,Notorious - Pompey,Sonata,Ju Fufu,0,Yixuan,0.0,Pan Yinhu,6.0,Belion,3236
f0175722557811f0899c8878734f76cf,2,3,31165,Unknown Corruption Complex,Sonata,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Plugboo,3236
f0175722557811f0899c8878734f76cf,3,3,27286,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Yanagi,0.0,Caesar,0.0,Agent Gulliver,3236
f01757c3557811f0af0f8878734f76cf,3,3,22387,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Burnice,0.0,Astra Yao,0.0,Sharkboo,8797
f0175863557811f0938b8878734f76cf,1,3,27251,Notorious - Pompey,Lingering Illness,Astra Yao,0,Lighter,0.0,Evelyn,0.0,Snap,1761
f0175863557811f0938b8878734f76cf,2,3,32392,Unknown Corruption Complex,Sonata,Yixuan,0,Pan Yinhu,5.0,Ju Fufu,0.0,Belion,1761
f0175863557811f0938b8878734f76cf,3,3,24646,Sacrifice - Bringer,Graceful Mastery,Yanagi,0,Vivian,0.0,Miyabi,0.0,Robin,1761
f0175dbf557811f0801f8878734f76cf,1,3,22353,Notorious - Pompey,Lingering Illness,Ju Fufu,0,Burnice,0.0,Lucy,6.0,Rocketboo,4593
f0175dbf557811f0801f8878734f76cf,2,2,17746,Unknown Corruption Complex,Sonata,Soldier 0 - Anby,0,Trigger,0.0,Caesar,0.0,Sumoboo,4593
f0175dbf557811f0801f8878734f76cf,3,3,23832,Sacrifice - Bringer,Sonata,Miyabi,0,Nicole,6.0,Astra Yao,0.0,Snap,4593
f017b243557811f09dcf8878734f76cf,1,3,36645,Notorious - Pompey,Lingering Illness,Lycaon,0,Lighter,0.0,Hugo,1.0,Robin,658
f017b243557811f09dcf8878734f76cf,2,3,24029,Unknown Corruption Complex,Sonata,Qingyi,0,Nicole,6.0,Zhu Yuan,0.0,Resonaboo,658
f017b243557811f09dcf8878734f76cf,3,3,41119,Sacrifice - Bringer,Graceful Mastery,Astra Yao,0,Miyabi,0.0,Yanagi,0.0,Snap,658
f017b532557811f0a5918878734f76cf,1,3,26882,Notorious - Pompey,Sonata,Evelyn,0,Lighter,0.0,Astra Yao,0.0,Snap,4950
f017b532557811f0a5918878734f76cf,2,3,43328,Unknown Corruption Complex,Sonata,Yixuan,2,Ju Fufu,0.0,Pan Yinhu,6.0,Belion,4950
f017bcd7557811f088c08878734f76cf,1,3,23238,Notorious - Pompey,Graceful Mastery,Piper,6,Burnice,0.0,Astra Yao,0.0,Red Moccus,3829
f017bcd7557811f088c08878734f76cf,2,2,19539,Unknown Corruption Complex,Lingering Illness,Nekomata,1,Ju Fufu,1.0,Nicole,5.0,Snap,3829
f017bcd7557811f088c08878734f76cf,3,3,25955,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Vivian,0.0,Lucy,6.0,Robin,3829
f017bde3557811f0a4368878734f76cf,1,3,50418,Notorious - Pompey,Sonata,Yixuan,0,Ju Fufu,0.0,Astra Yao,0.0,Rocketboo,86
f017bde3557811f0a4368878734f76cf,2,3,44298,Unknown Corruption Complex,Lingering Illness,Soldier 0 - Anby,0,Trigger,0.0,Nicole,6.0,Knightboo,86
f017bde3557811f0a4368878734f76cf,3,3,44693,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Lycaon,2.0,Soukaku,6.0,Penguinboo,86
f017bea5557811f09df08878734f76cf,1,3,39923,Notorious - Pompey,Sonata,Ju Fufu,0,Yixuan,1.0,Pan Yinhu,6.0,Belion,188
f017bea5557811f09df08878734f76cf,2,3,55194,Unknown Corruption Complex,Graceful Mastery,Astra Yao,1,Yanagi,0.0,Vivian,0.0,Robin,188
f017bea5557811f09df08878734f76cf,3,3,30415,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Lycaon,2.0,Soukaku,6.0,Penguinboo,188
f017bf52557811f0a5138878734f76cf,1,3,23117,Notorious - Pompey,Lingering Illness,Astra Yao,0,Evelyn,0.0,Koleda,0.0,Snap,4365
f017bf52557811f0a5138878734f76cf,2,2,17162,Unknown Corruption Complex,Sonata,Soldier 0 - Anby,0,Pulchra,6.0,Yixuan,0.0,Bagboo,4365
f017bf52557811f0a5138878734f76cf,3,3,25102,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Yanagi,0.0,Rina,2.0,Agent Gulliver,4365
f017bff3557811f082ec8878734f76cf,3,3,28932,Sacrifice - Bringer,Graceful Mastery,Astra Yao,0,Miyabi,0.0,Yanagi,0.0,Agent Gulliver,8299
f017c093557811f09c1e8878734f76cf,1,3,49893,Notorious - Pompey,Sonata,Ju Fufu,0,Yixuan,2.0,Pan Yinhu,6.0,Belion,144
f017c093557811f09c1e8878734f76cf,2,3,47101,Unknown Corruption Complex,Lingering Illness,Astra Yao,2,Zhu Yuan,1.0,Qingyi,0.0,Resonaboo,144
f017c093557811f09c1e8878734f76cf,3,3,52050,Sacrifice - Bringer,Graceful Mastery,Miyabi,2,Lycaon,2.0,Soukaku,6.0,Penguinboo,144
f017c134557811f0a8128878734f76cf,1,3,20825,Notorious - Pompey,Sonata,Yixuan,0,Pan Yinhu,6.0,Trigger,0.0,Belion,2418
f017c134557811f0a8128878734f76cf,2,3,25877,Unknown Corruption Complex,Lingering Illness,Qingyi,1,Rina,1.0,Harumasa,0.0,Plugboo,2418
f017c134557811f0a8128878734f76cf,3,3,31727,Sacrifice - Bringer,Lingering Illness,Miyabi,0,Lycaon,0.0,Soukaku,6.0,Sharkboo,2418
f017c1d3557811f0a21f8878734f76cf,1,3,40269,Notorious - Pompey,Sonata,Yixuan,1,Pan Yinhu,6.0,Ju Fufu,0.0,Belion,281
f017c1d3557811f0a21f8878734f76cf,2,3,43064,Unknown Corruption Complex,Graceful Mastery,Astra Yao,0,Yanagi,0.0,Vivian,0.0,Robin,281
f017c1d3557811f0a21f8878734f76cf,3,3,31574,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Burnice,0.0,Lucy,6.0,Snap,281
f017c270557811f09da28878734f76cf,1,3,43247,Notorious - Pompey,Lingering Illness,Evelyn,1,Astra Yao,0.0,Nicole,6.0,Snap,372
f017c270557811f09da28878734f76cf,2,3,48306,Unknown Corruption Complex,Sonata,Yixuan,0,Pan Yinhu,1.0,Ju Fufu,0.0,Booressure,372
f017c270557811f09da28878734f76cf,3,3,20479,Sacrifice - Bringer,Lingering Illness,Ellen,0,Trigger,0.0,Soukaku,6.0,Sharkboo,372
f017c310557811f0998a8878734f76cf,1,3,27776,Notorious - Pompey,Graceful Mastery,Lucy,6,Miyabi,0.0,Burnice,0.0,Rocketboo,744
f017c310557811f0998a8878734f76cf,2,3,53815,Unknown Corruption Complex,Sonata,Ju Fufu,1,Yixuan,1.0,Pan Yinhu,6.0,Belion,744
f017c310557811f0998a8878734f76cf,3,2,18049,Sacrifice - Bringer,Sonata,Astra Yao,0,Soldier 0 - Anby,0.0,Trigger,0.0,Snap,744
f017c3af557811f08b008878734f76cf,1,3,21544,Notorious - Pompey,Sonata,Yixuan,0,Pan Yinhu,2.0,Lucy,6.0,Belion,2316
f017c3af557811f08b008878734f76cf,2,3,22211,Unknown Corruption Complex,Sonata,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo,2316
f017c3af557811f08b008878734f76cf,3,3,35475,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Vivian,0.0,Astra Yao,0.0,Robin,2316
f017c44c557811f08a5c8878734f76cf,1,3,21712,Notorious - Pompey,Graceful Mastery,Burnice,0,Vivian,0.0,Piper,6.0,Robin,4561
f017c44c557811f08a5c8878734f76cf,2,3,28856,Unknown Corruption Complex,Sonata,Yixuan,0,Pan Yinhu,6.0,Pulchra,6.0,Belion,4561
f017c44c557811f08a5c8878734f76cf,3,3,22144,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Astra Yao,0.0,Grace,1.0,Plugboo,4561
f017c4ea557811f0a1238878734f76cf,1,2,15504,Notorious - Pompey,Graceful Mastery,Jane,0,Lighter,0.0,Burnice,0.0,Red Moccus,5262
f017c4ea557811f0a1238878734f76cf,2,3,26710,Unknown Corruption Complex,Sonata,Yixuan,0,Pan Yinhu,3.0,Astra Yao,0.0,Butler,5262
f017c4ea557811f0a1238878734f76cf,3,2,16647,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Yanagi,1.0,Trigger,0.0,Agent Gulliver,5262
f017c584557811f082448878734f76cf,1,3,22090,Notorious - Pompey,Lingering Illness,Ellen,1,Lycaon,0.0,Caesar,0.0,Butler,2512
f017c584557811f082448878734f76cf,2,3,33313,Unknown Corruption Complex,Graceful Mastery,Vivian,0,Nicole,6.0,Astra Yao,0.0,Robin,2512
f017c584557811f082448878734f76cf,3,3,22274,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Burnice,0.0,Lucy,6.0,Knightboo,2512
f017c616557811f0b7468878734f76cf,1,3,26775,Notorious - Pompey,Lingering Illness,Soldier 11,0,Trigger,0.0,Lighter,0.0,Rocketboo,895
f017c616557811f0b7468878734f76cf,2,3,23932,Unknown Corruption Complex,Graceful Mastery,Jane,0,Yanagi,0.0,Rina,1.0,Plugboo,895
f017c616557811f0b7468878734f76cf,3,3,45525,Sacrifice - Bringer,Graceful Mastery,Miyabi,1,Astra Yao,0.0,Nicole,6.0,Resonaboo,895
f017c6ad557811f0ab9e8878734f76cf,1,3,29217,Notorious - Pompey,Graceful Mastery,Astra Yao,0,Burnice,0.0,Jane,0.0,Snap,377
f017c6ad557811f0ab9e8878734f76cf,2,3,51078,Unknown Corruption Complex,Sonata,Yixuan,2,Pan Yinhu,5.0,Trigger,0.0,Belion,377
f017c6ad557811f0ab9e8878734f76cf,3,3,46411,Sacrifice - Bringer,Graceful Mastery,Miyabi,2,Vivian,0.0,Nicole,6.0,Robin,377
f017c744557811f0a4558878734f76cf,1,3,58936,Notorious - Pompey,Sonata,Evelyn,0,Nicole,6.0,Astra Yao,1.0,Devilboo,6538
f017c7dd557811f097718878734f76cf,1,3,41022,Notorious - Pompey,Sonata,Yixuan,0,Ju Fufu,0.0,Astra Yao,0.0,Belion,382
f017c7dd557811f097718878734f76cf,2,3,28760,Unknown Corruption Complex,Lingering Illness,Soldier 0 - Anby,0,Trigger,0.0,Caesar,0.0,Snap,382
f017c7dd557811f097718878734f76cf,3,3,39773,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Yanagi,0.0,Lucy,6.0,Agent Gulliver,382
f017c875557811f082e18878734f76cf,1,2,17175,Notorious - Pompey,Graceful Mastery,Yanagi,0,Vivian,2.0,Rina,3.0,Plugboo,4295
f017c875557811f082e18878734f76cf,2,3,48664,Unknown Corruption Complex,Sonata,Astra Yao,0,Yixuan,1.0,Nicole,6.0,Belion,4295
f017c907557811f0a9ac8878734f76cf,1,3,22010,Notorious - Pompey,Sonata,Lighter,0,Astra Yao,0.0,Evelyn,0.0,Rocketboo,4739
f017c907557811f0a9ac8878734f76cf,2,3,20024,Unknown Corruption Complex,Lingering Illness,Trigger,0,Rina,2.0,Soldier 0 - Anby,0.0,Plugboo,4739
f017c907557811f0a9ac8878734f76cf,3,3,29542,Sacrifice - Bringer,Graceful Mastery,Yanagi,0,Nicole,6.0,Miyabi,0.0,Agent Gulliver,4739
f017c9a6557811f0b8cb8878734f76cf,1,3,38381,Notorious - Pompey,Sonata,Yixuan,1,Caesar,0.0,Astra Yao,0.0,Snap,253
f017c9a6557811f0b8cb8878734f76cf,2,3,40568,Unknown Corruption Complex,Lingering Illness,Zhu Yuan,1,Trigger,0.0,Nicole,6.0,Resonaboo,253
f017c9a6557811f0b8cb8878734f76cf,3,3,40817,Sacrifice - Bringer,Graceful Mastery,Miyabi,2,Yanagi,0.0,Vivian,0.0,Agent Gulliver,253
f017ca4c557811f0bb8c8878734f76cf,1,3,22808,Notorious - Pompey,Graceful Mastery,Lucy,6,Burnice,0.0,Jane,0.0,Rocketboo,2759
f017ca4c557811f0bb8c8878734f76cf,2,3,25013,Unknown Corruption Complex,Lingering Illness,Ju Fufu,0,Soldier 0 - Anby,0.0,Trigger,0.0,Plugboo,2759
f017ca4c557811f0bb8c8878734f76cf,3,3,27889,Sacrifice - Bringer,Graceful Mastery,Vivian,0,Nicole,6.0,Miyabi,2.0,Robin,2759
f017cb0a557811f08ffc8878734f76cf,1,3,20083,Notorious - Pompey,Lingering Illness,Evelyn,0,Ju Fufu,0.0,Nicole,6.0,Belion,4735
f017cb0a557811f08ffc8878734f76cf,2,3,21979,Unknown Corruption Complex,Graceful Mastery,Piper,6,Vivian,0.0,Lucy,6.0,Red Moccus,4735
f017cb0a557811f08ffc8878734f76cf,3,3,20580,Sacrifice - Bringer,Lingering Illness,Ellen,0,Lighter,0.0,Astra Yao,0.0,Snap,4735
f017cbad557811f098528878734f76cf,1,3,24768,Notorious - Pompey,Graceful Mastery,Burnice,0,Vivian,0.0,Astra Yao,0.0,Snap,3168
f017cbad557811f098528878734f76cf,2,3,20819,Unknown Corruption Complex,Lingering Illness,Soldier 0 - Anby,0,Trigger,0.0,Caesar,0.0,Plugboo,3168
f017cbad557811f098528878734f76cf,3,3,27400,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Yanagi,0.0,Nicole,6.0,Sharkboo,3168
f017cc45557811f0ba1a8878734f76cf,1,3,31232,Notorious - Pompey,Graceful Mastery,Jane,0,Vivian,0.0,Astra Yao,0.0,Snap,7016
f017cc45557811f0ba1a8878734f76cf,2,3,23666,Unknown Corruption Complex,Sonata,Soldier 0 - Anby,0,Pulchra,6.0,Trigger,0.0,Plugboo,7016
f017ccee557811f0ad4e8878734f76cf,1,3,26026,Notorious - Pompey,Lingering Illness,Evelyn,0,Koleda,0.0,Astra Yao,0.0,Snap,5531
f017ccee557811f0ad4e8878734f76cf,3,3,31070,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Yanagi,0.0,Rina,1.0,Agent Gulliver,5531
f017cd8c557811f0a7618878734f76cf,1,3,53513,Notorious - Pompey,Lingering Illness,Evelyn,6,Nicole,6.0,Astra Yao,2.0,Snap,170
f017cd8c557811f0a7618878734f76cf,2,3,42667,Unknown Corruption Complex,Graceful Mastery,Vivian,2,Rina,3.0,Yanagi,2.0,Plugboo,170
f017cd8c557811f0a7618878734f76cf,3,3,31580,Sacrifice - Bringer,Graceful Mastery,Lucy,6,Burnice,0.0,Miyabi,4.0,Red Moccus,170
f017ce27557811f08f848878734f76cf,1,3,20122,Notorious - Pompey,Graceful Mastery,Piper,6,Lucy,6.0,Burnice,0.0,Rocketboo,4099
f017ce27557811f08f848878734f76cf,2,3,22691,Unknown Corruption Complex,Sonata,Ellen,5,Caesar,0.0,Rina,1.0,Butler,4099
f017ce27557811f08f848878734f76cf,3,3,24231,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Lycaon,1.0,Soukaku,6.0,Sharkboo,4099
f017cec5557811f0a6728878734f76cf,1,3,50754,Notorious - Pompey,Lingering Illness,Evelyn,0,Lighter,0.0,Astra Yao,0.0,Snap,75
f017cec5557811f0a6728878734f76cf,2,3,49559,Unknown Corruption Complex,Sonata,Yixuan,0,Trigger,0.0,Ju Fufu,0.0,Belion,75
f017cec5557811f0a6728878734f76cf,3,3,42464,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Yanagi,0.0,Rina,2.0,Agent Gulliver,75
f017cf66557811f0bc038878734f76cf,1,3,20135,Notorious - Pompey,Graceful Mastery,Burnice,1,Lucy,6.0,Jane,0.0,Red Moccus,4058
f017cf66557811f0bc038878734f76cf,2,3,26339,Unknown Corruption Complex,Sonata,Trigger,0,Soukaku,6.0,Ellen,1.0,Butler,4058
f017cf66557811f0bc038878734f76cf,3,3,29534,Sacrifice - Bringer,Graceful Mastery,Miyabi,2,Vivian,0.0,Nicole,6.0,Snap,4058
f017d007557811f09e558878734f76cf,1,3,22416,Notorious - Pompey,Lingering Illness,Hugo,0,Lycaon,2.0,Lighter,0.0,Robin,1910
f017d007557811f09e558878734f76cf,2,3,31097,Unknown Corruption Complex,Sonata,Yixuan,0,Pan Yinhu,3.0,Ju Fufu,0.0,Belion,1910
f017d007557811f09e558878734f76cf,3,3,29085,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Vivian,0.0,Astra Yao,0.0,Resonaboo,1910
f017d099557811f080908878734f76cf,1,3,21301,Notorious - Pompey,Graceful Mastery,Piper,6,Caesar,0.0,Burnice,0.0,Red Moccus,354
f017d099557811f080908878734f76cf,2,3,47931,Unknown Corruption Complex,Sonata,Yixuan,0,Pan Yinhu,6.0,Ju Fufu,0.0,Belion,354
f017d099557811f080908878734f76cf,3,3,41618,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Yanagi,0.0,Astra Yao,0.0,Snap,354
f017d12c557811f094a48878734f76cf,1,3,21588,Notorious - Pompey,Graceful Mastery,Astra Yao,0,Jane,0.0,Burnice,0.0,Snap,978
f017d12c557811f094a48878734f76cf,2,3,38485,Unknown Corruption Complex,Sonata,Yixuan,0,Pan Yinhu,6.0,Pulchra,6.0,Belion,978
f017d12c557811f094a48878734f76cf,3,3,34660,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Vivian,0.0,Nicole,6.0,Robin,978
f017d1c1557811f084bd8878734f76cf,2,3,24295,Unknown Corruption Complex,Sonata,Yixuan,2,Pan Yinhu,6.0,Astra Yao,0.0,Belion,7362
f017d1c1557811f084bd8878734f76cf,3,2,18290,Sacrifice - Bringer,Sonata,Caesar,1,Soukaku,6.0,Miyabi,1.0,Sharkboo,7362
f017d253557811f0b8058878734f76cf,1,3,20303,Notorious - Pompey,Graceful Mastery,Burnice,0,Jane,0.0,Lucy,6.0,Red Moccus,4011
f017d253557811f0b8058878734f76cf,2,3,23995,Unknown Corruption Complex,Graceful Mastery,Yanagi,0,Vivian,1.0,,,Robin,4011
f017d253557811f0b8058878734f76cf,3,3,32033,Sacrifice - Bringer,Sonata,Miyabi,0,Yixuan,0.0,Astra Yao,0.0,Resonaboo,4011
f017d2e4557811f0b05b8878734f76cf,1,3,25420,Notorious - Pompey,Graceful Mastery,Jane,0,Burnice,0.0,Astra Yao,0.0,Rocketboo,3214
f017d2e4557811f0b05b8878734f76cf,2,3,24369,Unknown Corruption Complex,Sonata,Yixuan,0,Vivian,0.0,Lucy,6.0,Butler,3214
f017d2e4557811f0b05b8878734f76cf,3,3,22809,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Lycaon,0.0,Soukaku,6.0,Sharkboo,3214
f017d38c557811f0b8a58878734f76cf,1,2,19800,Notorious - Pompey,Graceful Mastery,Jane,0,Burnice,0.0,Lucy,6.0,Red Moccus,6025
