uid,floor,star,score,boss,buff,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo,rank_percent
1000005,3,3,37854,Wandering Hunter,Sonata,Yixuan,0,Ju Fufu,0,Lucia,0,Belion,4.84%
1000007,1,3,37228,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Zhao,0,Astra Yao,0,Sprout,16.96%
1000007,2,3,20638,Miasmic Fiend - Unfathomable,Sonata,Miyabi,1,Yuzuha,0,Soukaku,6,Sharkboo,16.96%
1000007,3,3,21008,Wandering Hunter,Sonata,Yixuan,0,Pan Yinhu,6,Dialyn,0,Miss Esme,16.96%
1023942,1,3,29635,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Dialyn,0,Zhao,0,Bangvolver,22.21%
1023942,2,3,21688,Miasmic Fiend - Unfathomable,Dream Delusion,Vivian,0,Yuzuha,0,Miyabi,1,Devilboo,22.21%
1023942,3,3,31418,Wandering Hunter,Sonata,Yixuan,0,Ju Fufu,0,Lucia,0,Resonaboo,22.21%
1000008,1,3,45901,Primordial Nightmare,Focus Energy,Ye Shunguang,2,Dialyn,0,Zhao,0,Sprout,4.49%
1000008,2,3,26259,Miasmic Fiend - Unfathomable,Dream Delusion,Vivian,0,Yuzuha,0,Alice,0,Robin,4.49%
1000008,3,3,33020,Wandering Hunter,Sonata,Yidhari,0,Lycaon,4,Lucia,0,Miss Esme,4.49%
1000009,1,3,29101,Primordial Nightmare,Sonata,Soldier 0 - Anby,0,Trigger,1,Orphie & Magus,1,Mercury,16.75%
1000009,3,3,31009,Wandering Hunter,Sonata,Ellen,6,Dialyn,0,Astra Yao,0,Snap,16.75%
1000010,1,2,18339,Primordial Nightmare,Sonata,Yixuan,1,Ju Fufu,0,Lucia,0,Belion,47.18%
1000010,2,3,20700,Miasmic Fiend - Unfathomable,Dream Delusion,Yanagi,0,Yuzuha,0,Miyabi,0,Devilboo,47.18%
1000010,3,3,20617,Wandering Hunter,Sonata,Yidhari,0,Pan Yinhu,6,Lycaon,0,Sharkboo,47.18%
1000011,1,3,53515,Primordial Nightmare,Focus Energy,Ye Shunguang,2,Dialyn,0,Zhao,0,Birkblick,1.69%
1000011,2,3,33400,Miasmic Fiend - Unfathomable,Dream Delusion,Jane,1,Vivian,0,Yuzuha,0,Robin,1.69%
1000011,3,3,38737,Wandering Hunter,Sonata,Yixuan,1,Pulchra,6,Lucia,0,Miss Esme,1.69%
1000012,1,3,20316,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Dialyn,0,Zhao,0,Sprout,70.61%
1000012,2,3,22176,Miasmic Fiend - Unfathomable,Dream Delusion,Miyabi,6,Yanagi,0,Vivian,0,Agent Gulliver,70.61%
1000013,1,3,21067,Primordial Nightmare,Sonata,Billy,6,Dialyn,0,Astra Yao,0,Birkblick,20.76%
1000013,2,3,25760,Miasmic Fiend - Unfathomable,Dream Delusion,Miyabi,0,Yanagi,0,Yuzuha,0,Agent Gulliver,20.76%
1000013,3,3,37521,Wandering Hunter,Sonata,Yixuan,0,Ju Fufu,0,Lucia,0,Belion,20.76%
1000015,1,3,43240,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Dialyn,0,Zhao,0,Sprout,3.72%
1000015,2,3,41532,Miasmic Fiend - Unfathomable,Dream Delusion,Jane,2,Vivian,0,Yuzuha,0,Robin,3.72%
1000015,3,3,39115,Wandering Hunter,Sonata,Banyue,0,Ju Fufu,0,Lucia,0,Birkblick,3.72%
1023943,1,2,14386,Primordial Nightmare,Sonata,Ye Shunguang,0,Dialyn,0,Zhao,0,Sprout,82.61%
1023943,3,1,8017,Wandering Hunter,Sonata,Miyabi,2,Lycaon,2,Soukaku,6,Sharkboo,82.61%
1000016,1,3,35487,Primordial Nightmare,Focus Energy,Ye Shunguang,1,Astra Yao,0,Zhao,0,Sprout,15.57%
1000016,2,3,35904,Miasmic Fiend - Unfathomable,Dream Delusion,Miyabi,6,Yanagi,0,Yuzuha,0,Agent Gulliver,15.57%
1000016,3,2,19659,Wandering Hunter,Sonata,Soldier 0 - Anby,0,Trigger,0,Nicole,6,Snap,15.57%
1000017,1,3,65000,Primordial Nightmare,Focus Energy,Astra Yao,2,Dialyn,2,Ye Shunguang,6,Sprout,0.14%
1000017,2,3,65000,Miasmic Fiend - Unfathomable,Dream Delusion,Trigger,2,Yuzuha,2,Alice,6,Bangvolver,0.14%
1000017,3,3,65000,Wandering Hunter,Sonata,Lucia,2,Yixuan,6,Ju Fufu,2,Belion,0.14%
1023944,3,3,20206,Wandering Hunter,Focus Energy,Seed,0,Trigger,0,Soldier 0 - Anby,0,Mercury,84.96%
1000019,1,3,65000,Primordial Nightmare,Focus Energy,Astra Yao,4,Ye Shunguang,6,Dialyn,2,Snap,0.01%
1000019,2,3,65000,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,2,Vivian,6,Jane,6,Robin,0.01%
1000019,3,3,65000,Wandering Hunter,Sonata,Yixuan,6,Ju Fufu,2,Lucia,2,Belion,0.01%
1000021,1,2,18837,Primordial Nightmare,Sonata,Soldier 0 - Anby,0,Trigger,0,Nicole,6,Snap,46.25%
1000021,2,2,17788,Miasmic Fiend - Unfathomable,Dream Delusion,Jane,0,Burnice,0,Yuzuha,0,Bangvolver,46.25%
1000021,3,2,16495,Wandering Hunter,Sonata,Hugo,0,Dialyn,0,Lighter,0,Robin,46.25%
1000022,1,3,28538,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Qingyi,0,Zhao,0,Sprout,14.5%
1000022,2,3,21210,Miasmic Fiend - Unfathomable,Dream Delusion,Yanagi,0,Vivian,0,Yuzuha,0,Robin,14.5%
1000022,3,3,32488,Wandering Hunter,Sonata,Yixuan,0,Trigger,0,Lucia,0,Snap,14.5%
1000023,1,3,57614,Primordial Nightmare,Focus Energy,Zhao,0,Ye Shunguang,1,Dialyn,1,Sprout,1.76%
1000023,2,3,28693,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Vivian,0,Alice,0,Miss Esme,1.76%
1000023,3,3,38310,Wandering Hunter,Sonata,Lucia,0,Yixuan,2,Pan Yinhu,6,Belion,1.76%
1000024,1,3,35711,Primordial Nightmare,Focus Energy,Astra Yao,0,Zhao,0,Ye Shunguang,0,Sprout,8.92%
1000024,2,3,23506,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Miyabi,0,Yanagi,0,Agent Gulliver,8.92%
1000024,3,3,32776,Wandering Hunter,Sonata,Lucia,0,Yidhari,0,Lycaon,0,Miss Esme,8.92%
1000025,2,1,9977,Miasmic Fiend - Unfathomable,Dream Delusion,Miyabi,0,Yanagi,0,Vivian,0,Agent Gulliver,81.11%
1000025,3,3,20378,Wandering Hunter,Sonata,Banyue,0,Pulchra,6,Lucia,0,Miss Esme,81.11%
1000027,1,3,27301,Primordial Nightmare,Focus Energy,Astra Yao,0,Zhao,0,Ye Shunguang,0,Sprout,32.88%
1000027,2,3,21825,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Alice,0,Yanagi,0,Miss Esme,32.88%
1000027,3,3,23492,Wandering Hunter,Sonata,Ju Fufu,0,Yixuan,0,Pan Yinhu,6,Belion,32.88%
1000029,1,3,54842,Primordial Nightmare,Focus Energy,Ye Shunguang,6,Dialyn,0,Zhao,0,Birkblick,1.2%
1000029,2,3,65000,Miasmic Fiend - Unfathomable,Sonata,Yixuan,6,Ju Fufu,1,Lucia,1,Belion,1.2%
1000029,3,3,36504,Wandering Hunter,Dream Delusion,Miyabi,6,Yanagi,1,Astra Yao,1,Agent Gulliver,1.2%
1000030,2,3,31496,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Alice,0,Vivian,0,Robin,40.95%
1000030,3,3,25947,Wandering Hunter,Sonata,Ellen,5,Dialyn,0,Astra Yao,0,Butler,40.95%
1000031,1,3,20329,Primordial Nightmare,Focus Energy,Evelyn,0,Lighter,0,Astra Yao,0,Snap,31.33%
1000031,2,3,27358,Miasmic Fiend - Unfathomable,Dream Delusion,Alice,0,Yuzuha,0,Vivian,0,Miss Esme,31.33%
1000031,3,2,17369,Wandering Hunter,Sonata,Banyue,0,Pan Yinhu,3,Trigger,0,Birkblick,31.33%
1000032,2,3,20661,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Miyabi,2,Yanagi,0,Agent Gulliver,61.25%
1000032,3,3,29103,Wandering Hunter,Sonata,Lucia,0,Yixuan,1,Dialyn,0,Belion,61.25%
1000033,1,3,27825,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Dialyn,0,Astra Yao,0,Sprout,10.38%
1000033,2,3,22832,Miasmic Fiend - Unfathomable,Dream Delusion,Jane,0,Vivian,0,Yuzuha,0,Robin,10.38%
1000033,3,3,38415,Wandering Hunter,Sonata,Yixuan,0,Ju Fufu,0,Lucia,0,Belion,10.38%
1000034,1,2,19628,Primordial Nightmare,Focus Energy,Zhao,0,Ye Shunguang,0,Pan Yinhu,6,,33.62%
1000034,2,3,20484,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Alice,0,Nicole,6,Miss Esme,33.62%
1000034,3,3,23099,Wandering Hunter,Sonata,Astra Yao,1,Evelyn,2,Trigger,1,Snap,33.62%
1000037,1,3,22692,Primordial Nightmare,Focus Energy,Trigger,0,Zhao,0,Nekomata,2,Amillion,17.83%
1000037,2,3,20573,Miasmic Fiend - Unfathomable,Dream Delusion,Astra Yao,0,Jane,0,Vivian,0,Resonaboo,17.83%
1000037,3,3,34355,Wandering Hunter,Sonata,Banyue,0,Dialyn,0,Lucia,0,Birkblick,17.83%
1000038,1,3,40825,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Dialyn,0,Zhao,0,Sprout,14.14%
1000038,2,3,22270,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Vivian,0,Alice,0,Robin,14.14%
1000038,3,3,30162,Wandering Hunter,Sonata,Lucia,0,Yixuan,0,Ju Fufu,0,Belion,14.14%
1000039,1,3,24026,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Dialyn,0,Zhao,0,Sprout,27.62%
1000039,2,3,24536,Miasmic Fiend - Unfathomable,Dream Delusion,Alice,0,Yuzuha,0,Vivian,0,Robin,27.62%
1000039,3,3,28705,Wandering Hunter,Sonata,Yixuan,0,Pan Yinhu,3,Lucia,0,Belion,27.62%
1023945,1,1,10897,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Dialyn,0,Zhao,0,Sprout,71.22%
1023945,2,1,7859,Miasmic Fiend - Unfathomable,Sonata,Yixuan,0,Pan Yinhu,6,Ju Fufu,0,Belion,71.22%
1023945,3,2,16003,Wandering Hunter,Sonata,Yidhari,0,Lycaon,0,Lucia,0,Miss Esme,71.22%
1000041,1,2,14618,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Pulchra,6,Caesar,0,Sprout,49.95%
1000041,2,2,19085,Miasmic Fiend - Unfathomable,Dream Delusion,Miyabi,0,Vivian,0,Yuzuha,0,Robin,49.95%
1000041,3,3,25187,Wandering Hunter,Sonata,Yixuan,0,Ju Fufu,0,Lucia,0,Belion,49.95%
1000042,2,3,24578,Miasmic Fiend - Unfathomable,Focus Energy,Vivian,0,Miyabi,6,Nicole,6,Robin,72.03%
1000042,3,2,16637,Wandering Hunter,Focus Energy,Zhao,0,Evelyn,1,Ju Fufu,0,Rocketboo,72.03%
1000043,2,3,23481,Miasmic Fiend - Unfathomable,Dream Delusion,Jane,1,Vivian,0,Yuzuha,0,Robin,81.91%
1000044,1,2,15810,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Manato,5,Lucy,6,Sprout,61.48%
1000044,2,2,14371,Miasmic Fiend - Unfathomable,Focus Energy,Yixuan,0,Dialyn,0,Lucia,0,Miss Esme,61.48%
1000044,3,2,19410,Wandering Hunter,Dream Delusion,Miyabi,0,Yanagi,0,Yuzuha,0,Sharkboo,61.48%
1023946,2,2,17319,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Vivian,0,Nicole,6,Resonaboo,87.83%
1000045,2,3,20141,Miasmic Fiend - Unfathomable,Sonata,Astra Yao,1,Yixuan,0,Pan Yinhu,6,Belion,73.56%
1000045,3,2,19516,Wandering Hunter,Sonata,Orphie & Magus,2,Evelyn,0,Lighter,0,Mercury,73.56%
1000046,2,3,38946,Miasmic Fiend - Unfathomable,Focus Energy,Ye Shunguang,0,Dialyn,0,Zhao,0,Sprout,47.83%
1000046,3,3,21843,Wandering Hunter,Focus Energy,Miyabi,2,Lucy,6,Rina,3,Snap,47.83%
1000047,1,3,28890,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Dialyn,0,Zhao,0,Snap,13.03%
1000047,2,3,21899,Miasmic Fiend - Unfathomable,Dream Delusion,Miyabi,0,Vivian,1,Astra Yao,0,Agent Gulliver,13.03%
1000047,3,3,33156,Wandering Hunter,Sonata,Yixuan,0,Ju Fufu,0,Lucia,0,Belion,13.03%
1023947,1,3,41003,Primordial Nightmare,Sonata,Yixuan,6,Lucia,2,Ju Fufu,2,Belion,12.13%
1023947,2,3,25810,Miasmic Fiend - Unfathomable,Sonata,Zhu Yuan,6,Astra Yao,6,Dialyn,1,Resonaboo,12.13%
1023947,3,2,18590,Wandering Hunter,Sonata,Yuzuha,2,Miyabi,2,Alice,0,Miss Esme,12.13%
1000048,1,3,37811,Primordial Nightmare,Focus Energy,Astra Yao,0,Zhao,0,Ye Shunguang,2,Butler,23.31%
1000048,2,3,20974,Miasmic Fiend - Unfathomable,Sonata,Lucia,0,Yixuan,0,Ju Fufu,0,Snap,23.31%
1000048,3,3,22798,Wandering Hunter,Dream Delusion,Yuzuha,0,Miyabi,6,Vivian,0,Miss Esme,23.31%
1000049,1,3,20096,Primordial Nightmare,Sonata,Trigger,0,Orphie & Magus,0,Soldier 0 - Anby,0,Mercury,38.71%
1000049,2,3,27686,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,1,Miyabi,0,Yanagi,0,Agent Gulliver,38.71%
1000049,3,3,20213,Wandering Hunter,Focus Energy,Astra Yao,0,Ellen,1,Dialyn,0,Sharkboo,38.71%
1000050,1,3,26137,Primordial Nightmare,Focus Energy,Astra Yao,0,Ye Shunguang,0,Zhao,0,Sprout,19.67%
1000050,2,3,26606,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Vivian,0,Alice,0,Miss Esme,19.67%
1000050,3,3,32869,Wandering Hunter,Sonata,Lucia,0,Yixuan,1,Ju Fufu,0,Belion,19.67%
1000051,1,3,21172,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Dialyn,0,Zhao,0,Sprout,22.49%
1000051,2,3,30775,Miasmic Fiend - Unfathomable,Dream Delusion,Vivian,0,Alice,0,Yuzuha,0,Robin,22.49%
1000051,3,3,20773,Wandering Hunter,Sonata,Manato,6,Ju Fufu,0,Lucia,0,Miss Esme,22.49%
1000052,1,3,34175,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Dialyn,1,Zhao,0,Sprout,7.25%
1000052,2,3,32425,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Alice,2,Jane,1,Miss Esme,7.25%
1000052,3,3,29175,Wandering Hunter,Sonata,Yixuan,1,Ju Fufu,0,Lucia,0,Belion,7.25%
1000054,1,3,38533,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Astra Yao,0,Zhao,0,Sprout,11.02%
1000054,2,3,22016,Miasmic Fiend - Unfathomable,Dream Delusion,Jane,0,Yuzuha,0,Vivian,0,Robin,11.02%
1000054,3,3,26824,Wandering Hunter,Sonata,Yidhari,0,Ju Fufu,0,Lucia,0,Miss Esme,11.02%
1000055,1,3,20419,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Dialyn,0,Astra Yao,0,Birkblick,9.68%
1000055,2,3,42051,Miasmic Fiend - Unfathomable,Dream Delusion,Alice,2,Vivian,0,Yuzuha,0,Robin,9.68%
1000055,3,3,27582,Wandering Hunter,Sonata,Yidhari,0,Trigger,0,Lucia,0,Miss Esme,9.68%
1000056,1,3,27853,Primordial Nightmare,Focus Energy,Astra Yao,0,Zhao,0,Ye Shunguang,0,Sprout,28.89%
1000056,2,3,25651,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Vivian,2,Alice,0,Miss Esme,28.89%
1000056,3,1,13459,Wandering Hunter,Dream Delusion,Burnice,0,Miyabi,0,Soukaku,6,Snap,28.89%
1000057,2,3,22355,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Miyabi,2,Vivian,0,Robin,69.86%
1000057,3,3,20758,Wandering Hunter,Sonata,Astra Yao,0,Ellen,6,Zhao,0,Sharkboo,69.86%
1000059,3,3,20313,Wandering Hunter,Sonata,Yidhari,0,Lycaon,2,Lucia,0,Miss Esme,84.82%
1000061,1,3,28818,Primordial Nightmare,Focus Energy,Zhao,0,Ye Shunguang,3,Trigger,0,Rocketboo,21.68%
1000061,2,3,22471,Miasmic Fiend - Unfathomable,Sonata,Yixuan,2,Ju Fufu,0,Nicole,6,Robin,21.68%
1000061,3,3,22249,Wandering Hunter,Dream Delusion,Yuzuha,2,Miyabi,2,Yanagi,0,Miss Esme,21.68%
1000062,1,3,22197,Primordial Nightmare,Focus Energy,Astra Yao,0,Ye Shunguang,0,Zhao,0,Butler,38.44%
1000062,2,2,19786,Miasmic Fiend - Unfathomable,Sonata,Miyabi,2,Vivian,0,Nicole,6,Robin,38.44%
1000062,3,3,26219,Wandering Hunter,Sonata,Lucia,0,Yixuan,1,Pan Yinhu,6,Miss Esme,38.44%
1000063,1,3,22353,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Ju Fufu,1,Zhao,0,Sprout,32.43%
1000063,2,3,23219,Miasmic Fiend - Unfathomable,Dream Delusion,Jane,0,Vivian,0,Yuzuha,0,Robin,32.43%
1000063,3,2,18583,Wandering Hunter,Dream Delusion,Miyabi,0,Burnice,0,Astra Yao,0,Red Moccus,32.43%
1000064,1,3,35653,Primordial Nightmare,Focus Energy,Zhao,0,Ye Shunguang,1,Dialyn,0,Butler,5.01%
1000064,2,3,28451,Miasmic Fiend - Unfathomable,Dream Delusion,Miyabi,1,Yuzuha,0,Vivian,0,Robin,5.01%
1000064,3,3,39244,Wandering Hunter,Sonata,Ju Fufu,0,Yixuan,2,Lucia,1,Belion,5.01%
1023948,3,3,22393,Wandering Hunter,Dream Delusion,Burnice,0,Miyabi,0,Yuzuha,0,Rocketboo,82.6%
1000065,1,3,27668,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Dialyn,0,Zhao,0,Sprout,24.18%
1000065,2,3,25725,Miasmic Fiend - Unfathomable,Sonata,Ju Fufu,0,Yixuan,0,Lucia,0,Belion,24.18%
1000065,3,2,17833,Wandering Hunter,Dream Delusion,Miyabi,0,Yanagi,0,Astra Yao,0,Agent Gulliver,24.18%
1000066,1,3,31502,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Trigger,0,Zhao,0,Sprout,16.31%
1000066,2,3,26356,Miasmic Fiend - Unfathomable,Sonata,Yixuan,0,Dialyn,0,Lucia,0,Snap,16.31%
1000066,3,3,21815,Wandering Hunter,Dream Delusion,Miyabi,3,Vivian,0,Yuzuha,0,Robin,16.31%
1023949,1,2,15973,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Seed,0,Zhao,0,Mercury,64.09%
1023949,2,2,17094,Miasmic Fiend - Unfathomable,Sonata,Yixuan,1,Qingyi,0,Astra Yao,0,Belion,64.09%
1023949,3,1,8104,Wandering Hunter,Dream Delusion,Miyabi,0,Lycaon,2,Soukaku,6,Sharkboo,64.09%
1000068,1,3,42028,Primordial Nightmare,Focus Energy,Zhao,0,Ye Shunguang,0,Astra Yao,0,Sprout,3.76%
1000068,2,3,33088,Miasmic Fiend - Unfathomable,Dream Delusion,Jane,0,Vivian,1,Yuzuha,0,Robin,3.76%
1000068,3,3,33545,Wandering Hunter,Sonata,Yixuan,0,Pan Yinhu,6,Lucia,0,Belion,3.76%
1023950,1,3,21914,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Dialyn,0,Zhao,0,Sprout,76.86%
1023950,3,1,7235,Wandering Hunter,Dream Delusion,Miyabi,0,Lycaon,1,Soukaku,6,Sharkboo,76.86%
1000069,1,3,65000,Primordial Nightmare,Focus Energy,Ye Shunguang,2,Dialyn,1,Zhao,0,Sprout,0.65%
1000069,2,3,45859,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,1,Alice,0,Jane,3,Snap,0.65%
1000069,3,3,45022,Wandering Hunter,Sonata,Lucia,1,Yidhari,0,Lycaon,1,Belion,0.65%
1023951,1,2,16042,Primordial Nightmare,Focus Energy,Nicole,6,Zhao,0,Ye Shunguang,0,Butler,58.46%
1023951,2,2,14307,Miasmic Fiend - Unfathomable,Sonata,Lucia,0,Ju Fufu,0,Yixuan,0,Belion,58.46%
1023951,3,2,14896,Wandering Hunter,Dream Delusion,Astra Yao,0,Burnice,0,Miyabi,0,Snap,58.46%
1023952,2,3,20296,Miasmic Fiend - Unfathomable,Dream Delusion,Alice,0,Jane,0,Yuzuha,0,Bangvolver,62.02%
1023952,3,3,22502,Wandering Hunter,Sonata,Yidhari,0,Ju Fufu,0,Lucia,0,Miss Esme,62.02%
1000070,1,3,38162,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Dialyn,0,Zhao,0,Sprout,17.89%
1000070,2,3,29219,Miasmic Fiend - Unfathomable,Dream Delusion,Jane,0,Vivian,0,Yuzuha,0,Luckyboo,17.89%
1000070,3,3,20469,Wandering Hunter,Sonata,Manato,6,Ju Fufu,0,Lucia,0,Miss Esme,17.89%
1000071,1,3,47351,Primordial Nightmare,Focus Energy,Ye Shunguang,1,Astra Yao,0,Zhao,0,Sprout,12.5%
1000071,2,3,21410,Miasmic Fiend - Unfathomable,Dream Delusion,Jane,0,Yuzuha,0,Vivian,0,Miss Esme,12.5%
1000071,3,3,27256,Wandering Hunter,Sonata,Yixuan,0,Dialyn,0,Lucia,0,Birkblick,12.5%
1000072,1,2,16820,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Ju Fufu,0,Zhao,0,Snap,32.56%
1000072,2,3,23966,Miasmic Fiend - Unfathomable,Sonata,Yixuan,0,Pan Yinhu,6,Lucia,0,Belion,32.56%
1000072,3,3,23520,Wandering Hunter,Sonata,Trigger,0,Orphie & Magus,0,Soldier 0 - Anby,0,Mercury,32.56%
1000073,1,3,48512,Primordial Nightmare,Focus Energy,Dialyn,0,Zhao,0,Ye Shunguang,1,Sprout,12.55%
1000073,2,3,25237,Miasmic Fiend - Unfathomable,Sonata,Lucia,0,Yixuan,0,Pan Yinhu,6,Belion,12.55%
1000073,3,3,22177,Wandering Hunter,Focus Energy,Astra Yao,0,Evelyn,0,Lighter,0,Snap,12.55%
1023953,1,2,17852,Primordial Nightmare,Sonata,Astra Yao,0,Evelyn,0,Dialyn,0,Snap,50.04%
1023953,2,2,18882,Miasmic Fiend - Unfathomable,Dream Delusion,Vivian,0,Yuzuha,0,Jane,0,Robin,50.04%
1023953,3,1,13966,Wandering Hunter,Sonata,Manato,6,Ju Fufu,0,Lucia,0,Cryboo,50.04%
1000074,1,3,45800,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Dialyn,0,Zhao,0,Sprout,8.62%
1000074,2,3,27669,Miasmic Fiend - Unfathomable,Dream Delusion,Jane,0,Vivian,0,Yuzuha,0,Miss Esme,8.62%
1000074,3,3,30909,Wandering Hunter,Sonata,Yixuan,0,Ju Fufu,0,Lucia,0,Belion,8.62%
1000077,1,3,21926,Primordial Nightmare,Focus Energy,Astra Yao,0,Evelyn,0,Dialyn,0,Snap,30.59%
1000077,2,2,19652,Miasmic Fiend - Unfathomable,Dream Delusion,Miyabi,0,Jane,0,Yuzuha,0,Bangvolver,30.59%
1000077,3,3,24305,Wandering Hunter,Sonata,Lucia,0,Yidhari,0,Lycaon,3,Sharkboo,30.59%
1000078,1,3,21187,Primordial Nightmare,Focus Energy,Evelyn,0,Dialyn,0,Zhao,0,Birkblick,32.29%
1000078,2,3,20657,Miasmic Fiend - Unfathomable,Dream Delusion,Miyabi,0,Yuzuha,0,Yanagi,0,Agent Gulliver,32.29%
1000078,3,3,22676,Wandering Hunter,Sonata,Yidhari,0,Lycaon,3,Lucia,0,Robin,32.29%
1000079,1,3,30710,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Zhao,0,Astra Yao,0,Sprout,25.7%
1000079,2,3,21156,Miasmic Fiend - Unfathomable,Dream Delusion,Yanagi,2,Jane,0,Yuzuha,0,Miss Esme,25.7%
1000079,3,3,27262,Wandering Hunter,Sonata,Yixuan,0,Ju Fufu,0,Lucia,0,Belion,25.7%
1000080,1,3,45453,Primordial Nightmare,Focus Energy,Ye Shunguang,2,Dialyn,0,Zhao,0,Birkblick,7.46%
1000080,2,3,23448,Miasmic Fiend - Unfathomable,Dream Delusion,Jane,0,Vivian,0,Yuzuha,0,Robin,7.46%
1000080,3,3,26609,Wandering Hunter,Sonata,Miyabi,4,Burnice,0,Astra Yao,0,Snap,7.46%
1000081,2,3,20569,Miasmic Fiend - Unfathomable,Dream Delusion,Alice,0,Yanagi,0,Astra Yao,0,Snap,71.84%
1000081,3,3,20813,Wandering Hunter,Sonata,Yidhari,0,Pan Yinhu,6,Ju Fufu,0,Belion,71.84%
1000082,1,2,16747,Primordial Nightmare,Sonata,Soldier 0 - Anby,0,Astra Yao,0,Orphie & Magus,0,Mercury,42.4%
1000082,2,3,22984,Miasmic Fiend - Unfathomable,Dream Delusion,Jane,0,Vivian,0,Yuzuha,0,Robin,42.4%
1000082,3,3,25423,Wandering Hunter,Sonata,Yixuan,0,Dialyn,0,Lucia,0,Belion,42.4%
1023954,1,1,11687,Primordial Nightmare,Focus Energy,Ye Shunguang,0,Dialyn,0,Zhao,0,Birkblick,54.14%
