uid,phase,name,level,cons,weapon,element,artifacts
c030721dc36111efa27b8878734f76cf,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Woodpecker Electro"
c030721dc36111efa27b8878734f76cf,,Qingyi,60,0,Ice-Jade Teapot,Electric,"4p Shockstar Disco, Swing Jazz"
c030721dc36111efa27b8878734f76cf,,Yanagi,60,0,Timeweaver,Electric,"4p Chaos Jazz, Freedom Blues"
c030721dc36111efa27b8878734f76cf,,Nicole,50,6,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
c030721dc36111efa27b8878734f76cf,,Caesar,60,0,Original Transmorpher,Physical,"4p Proto Punk, Shockstar Disco"
c030721dc36111efa27b8878734f76cf,,Burnice,60,0,Fusion Compiler,Fire,"4p Chaos Jazz, Freedom Blues"
c030721dc36111efa27b8878734f76cf,,Lycaon,60,2,Steam Oven,Ice,"4p Shockstar Disco, Woodpecker Electro"
c030721dc36111efa27b8878734f76cf,,Zhu Yuan,60,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
c030721dc36111efa27b8878734f76cf,,Rina,50,0,Kaboom the Cannon,Electric,"4p Astral Voice, Swing Jazz"
c030721ec36111ef96998878734f76cf,,Piper,55,6,Roaring Ride,Physical,"4p Fanged Metal, Freedom Blues"
c030721ec36111ef96998878734f76cf,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Woodpecker Electro"
c030721ec36111ef96998878734f76cf,,Qingyi,60,0,Ice-Jade Teapot,Electric,"4p Shockstar Disco, Swing Jazz"
c030721ec36111ef96998878734f76cf,,Nicole,60,6,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
c030721ec36111ef96998878734f76cf,,Jane,60,0,Weeping Gemini,Physical,"4p Fanged Metal, Freedom Blues"
c030721ec36111ef96998878734f76cf,,Caesar,60,0,Demara Battery Mark II,Physical,"4p Proto Punk, Swing Jazz"
c030721ec36111ef96998878734f76cf,,Seth,60,4,Peacekeeper - Specialized,Electric,"4p Swing Jazz, Hormone Punk"
c030721ec36111ef96998878734f76cf,,Zhu Yuan,60,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
c030721ec36111ef96998878734f76cf,,Lucy,55,6,Kaboom the Cannon,Fire,"4p Swing Jazz, Hormone Punk"
c030721fc36111efb2168878734f76cf,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Woodpecker Electro"
c030721fc36111efb2168878734f76cf,,Yanagi,60,0,Fusion Compiler,Electric,"4p Thunder Metal, Freedom Blues"
c030721fc36111efb2168878734f76cf,,Nicole,50,6,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
c030721fc36111efb2168878734f76cf,,Soukaku,55,6,Bashful Demon,Ice,"4p Swing Jazz, Astral Voice"
c030721fc36111efb2168878734f76cf,,Jane,60,0,Sharpened Stinger,Physical,"4p Fanged Metal, Freedom Blues"
c030721fc36111efb2168878734f76cf,,Anby,55,6,The Restrained,Electric,"4p Shockstar Disco, Thunder Metal"
c030721fc36111efb2168878734f76cf,,Seth,55,5,Peacekeeper - Specialized,Electric,"4p Shockstar Disco, Hormone Punk"
c030721fc36111efb2168878734f76cf,,Zhu Yuan,60,1,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
c030721fc36111efb2168878734f76cf,,Lucy,55,5,Kaboom the Cannon,Fire,"Hormone Punk, Swing Jazz, Flex"
c0307220c36111ef87978878734f76cf,,Ellen,60,0,Starlight Engine,Ice,"4p Polar Metal, Woodpecker Electro"
c0307220c36111ef87978878734f76cf,,Soukaku,60,6,Slice of Time,Ice,"4p Swing Jazz, Hormone Punk"
c0307220c36111ef87978878734f76cf,,Jane,60,0,Weeping Gemini,Physical,"4p Fanged Metal, Freedom Blues"
c0307220c36111ef87978878734f76cf,,Caesar,60,0,Spring Embrace,Physical,"4p Proto Punk, Shockstar Disco"
c0307220c36111ef87978878734f76cf,,Burnice,60,0,Electro-Lip Gloss,Fire,"4p Chaos Jazz, Freedom Blues"
c0307220c36111ef87978878734f76cf,,Lycaon,60,0,Steam Oven,Ice,"4p Shockstar Disco, Swing Jazz"
c0307221c36111ef821e8878734f76cf,,Miyabi,60,1,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Polar Metal"
c0307221c36111ef821e8878734f76cf,,Yanagi,60,1,Timeweaver,Electric,"4p Chaos Jazz, Freedom Blues"
c0307221c36111ef821e8878734f76cf,,Lighter,60,0,Blazing Laurel,Fire,"4p Shockstar Disco, Freedom Blues"
c0307221c36111ef821e8878734f76cf,,Jane,60,0,Sharpened Stinger,Physical,"4p Fanged Metal, Freedom Blues"
c0307221c36111ef821e8878734f76cf,,Caesar,60,1,Tusks of Fury,Physical,"4p Proto Punk, Swing Jazz"
c0307221c36111ef821e8878734f76cf,,Burnice,60,0,Flamemaker Shaker,Fire,"4p Chaos Jazz, Freedom Blues"
c0307221c36111ef821e8878734f76cf,,Seth,50,6,Peacekeeper - Specialized,Electric,"4p Swing Jazz, Hormone Punk"
c0307221c36111ef821e8878734f76cf,,Rina,60,1,Weeping Cradle,Electric,"4p Freedom Blues, Swing Jazz"
c0307221c36111ef821e8878734f76cf,,Lucy,50,6,Kaboom the Cannon,Fire,"4p Swing Jazz, Hormone Punk"
c0307222c36111efbc5a8878734f76cf,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Woodpecker Electro"
c0307222c36111efbc5a8878734f76cf,,Qingyi,60,0,Demara Battery Mark II,Electric,"4p Shockstar Disco, Woodpecker Electro"
c0307222c36111efbc5a8878734f76cf,,Nicole,50,6,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
c0307222c36111efbc5a8878734f76cf,,Jane,60,0,Sharpened Stinger,Physical,"4p Fanged Metal, Freedom Blues"
c0307222c36111efbc5a8878734f76cf,,Caesar,60,0,Tusks of Fury,Physical,"4p Proto Punk, Shockstar Disco"
c0307222c36111efbc5a8878734f76cf,,Burnice,60,0,Electro-Lip Gloss,Fire,"4p Chaos Jazz, Swing Jazz"
c0307222c36111efbc5a8878734f76cf,,Seth,50,1,Peacekeeper - Specialized,Electric,"4p Swing Jazz, Freedom Blues"
c0307222c36111efbc5a8878734f76cf,,Zhu Yuan,60,0,Riot Suppressor Mark VI,Ether,"4p Chaotic Metal, Hormone Punk"
c0307222c36111efbc5a8878734f76cf,,Lucy,50,6,Kaboom the Cannon,Fire,"4p Swing Jazz, Woodpecker Electro"
c0307223c36111efa4a88878734f76cf,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Woodpecker Electro"
c0307223c36111efa4a88878734f76cf,,Yanagi,60,0,Timeweaver,Electric,"4p Chaos Jazz, Freedom Blues"
c0307223c36111efa4a88878734f76cf,,Ellen,60,0,Steel Cushion,Ice,"4p Woodpecker Electro, Puffer Electro"
c0307223c36111efa4a88878734f76cf,,Soukaku,60,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
c0307223c36111efa4a88878734f76cf,,Caesar,60,0,Precious Fossilized Core,Physical,"4p Proto Punk, Shockstar Disco"
c0307223c36111efa4a88878734f76cf,,Burnice,60,0,Weeping Gemini,Fire,"4p Chaos Jazz, Freedom Blues"
c0307223c36111efa4a88878734f76cf,,Lycaon,60,1,Hellfire Gears,Ice,"4p Shockstar Disco, Swing Jazz"
c0307223c36111efa4a88878734f76cf,,Rina,60,1,Weeping Cradle,Electric,"4p Freedom Blues, Swing Jazz"
c0307223c36111efa4a88878734f76cf,,Grace,60,0,Rainforest Gourmet,Electric,"4p Thunder Metal, Freedom Blues"
c0307224c36111efb2558878734f76cf,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Woodpecker Electro"
c0307224c36111efb2558878734f76cf,,Qingyi,60,0,Steam Oven,Electric,"4p Shockstar Disco, Swing Jazz"
c0307224c36111efb2558878734f76cf,,Ellen,60,0,Gilded Blossom,Ice,"4p Polar Metal, Woodpecker Electro"
c0307224c36111efb2558878734f76cf,,Soukaku,60,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
c0307224c36111efb2558878734f76cf,,Jane,60,0,Electro-Lip Gloss,Physical,"4p Fanged Metal, Freedom Blues"
c0307224c36111efb2558878734f76cf,,Seth,60,6,Peacekeeper - Specialized,Electric,"4p Swing Jazz, Hormone Punk"
c0307224c36111efb2558878734f76cf,,Rina,60,3,Slice of Time,Electric,"4p Astral Voice, Swing Jazz"
c0307224c36111efb2558878734f76cf,,Grace,60,0,Weeping Gemini,Electric,"4p Freedom Blues, Thunder Metal"
c0307224c36111efb2558878734f76cf,,Lucy,60,3,Kaboom the Cannon,Fire,"4p Astral Voice, Swing Jazz"
c0307225c36111ef948e8878734f76cf,,Miyabi,60,1,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Woodpecker Electro"
c0307225c36111ef948e8878734f76cf,,Yanagi,60,0,Timeweaver,Electric,"4p Chaos Jazz, Freedom Blues"
c0307225c36111ef948e8878734f76cf,,Ellen,60,0,Steel Cushion,Ice,"4p Polar Metal, Woodpecker Electro"
c0307225c36111ef948e8878734f76cf,,Soukaku,50,6,Bashful Demon,Ice,"4p Polar Metal, Woodpecker Electro"
c0307225c36111ef948e8878734f76cf,,Seth,10,2,,Electric,Flex
c0307225c36111ef948e8878734f76cf,,Rina,50,1,Weeping Cradle,Electric,"4p Shockstar Disco, Thunder Metal"
c0307226c36111efb5a98878734f76cf,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Woodpecker Electro"
c0307226c36111efb5a98878734f76cf,,Qingyi,60,0,Ice-Jade Teapot,Electric,"4p Shockstar Disco, Woodpecker Electro"
c0307226c36111efb5a98878734f76cf,,Nicole,50,6,The Vault,Ether,"4p Swing Jazz, Chaotic Metal"
c0307226c36111efb5a98878734f76cf,,Soukaku,50,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
c0307226c36111efb5a98878734f76cf,,Jane,60,0,Sharpened Stinger,Physical,"4p Fanged Metal, Freedom Blues"
c0307226c36111efb5a98878734f76cf,,Caesar,60,0,Tusks of Fury,Physical,"4p Proto Punk, Shockstar Disco"
c0307226c36111efb5a98878734f76cf,,Burnice,60,0,Flamemaker Shaker,Fire,"4p Chaos Jazz, Inferno Metal"
c0307226c36111efb5a98878734f76cf,,Lycaon,60,0,Precious Fossilized Core,Ice,"4p Shockstar Disco, Flex"
c0307226c36111efb5a98878734f76cf,,Zhu Yuan,60,0,Riot Suppressor Mark VI,Ether,"4p Chaotic Metal, Woodpecker Electro"
c0307227c36111ef83ef8878734f76cf,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Woodpecker Electro"
c0307227c36111ef83ef8878734f76cf,,Yanagi,60,0,Timeweaver,Electric,"4p Chaos Jazz, Freedom Blues"
c0307227c36111ef83ef8878734f76cf,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Polar Metal, Woodpecker Electro"
c0307227c36111ef83ef8878734f76cf,,Lighter,60,0,Steam Oven,Fire,"4p Proto Punk, Shockstar Disco"
c0307227c36111ef83ef8878734f76cf,,Soukaku,55,6,Kaboom the Cannon,Ice,"4p Swing Jazz, Hormone Punk"
c0307227c36111ef83ef8878734f76cf,,Caesar,60,1,Tusks of Fury,Physical,"4p Proto Punk, Shockstar Disco"
c0307227c36111ef83ef8878734f76cf,,Soldier 11,60,2,The Brimstone,Fire,"4p Inferno Metal, Woodpecker Electro"
c0307227c36111ef83ef8878734f76cf,,Burnice,60,0,Electro-Lip Gloss,Fire,"4p Chaos Jazz, Hormone Punk"
c0307227c36111ef83ef8878734f76cf,,Rina,60,4,Weeping Cradle,Electric,"4p Freedom Blues, Puffer Electro"
c0307228c36111efacaa8878734f76cf,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Flex"
c0307228c36111efacaa8878734f76cf,,Yanagi,60,0,Electro-Lip Gloss,Electric,"4p Chaos Jazz, Freedom Blues"
c0307228c36111efacaa8878734f76cf,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Polar Metal, Branch & Blade Song"
c0307228c36111efacaa8878734f76cf,,Soukaku,60,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
c0307228c36111efacaa8878734f76cf,,Caesar,60,0,Tusks of Fury,Physical,"4p Proto Punk, Shockstar Disco"
c0307228c36111efacaa8878734f76cf,,Soldier 11,60,1,The Brimstone,Fire,"4p Inferno Metal, Woodpecker Electro"
c0307228c36111efacaa8878734f76cf,,Burnice,60,0,Rainforest Gourmet,Fire,"4p Chaos Jazz, Swing Jazz"
c0307228c36111efacaa8878734f76cf,,Anby,50,6,Demara Battery Mark II,Electric,"Shockstar Disco, Flex"
c0307228c36111efacaa8878734f76cf,,Lucy,60,3,Kaboom the Cannon,Fire,"4p Swing Jazz, Hormone Punk"
c0307229c36111ef9a578878734f76cf,,Qingyi,60,0,The Restrained,Electric,"Freedom Blues, Shockstar Disco, Flex"
c0307229c36111ef9a578878734f76cf,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Polar Metal"
c0307229c36111ef9a578878734f76cf,,Yanagi,60,0,Fusion Compiler,Electric,"4p Chaos Jazz, Thunder Metal"
c0307229c36111ef9a578878734f76cf,,Nicole,60,6,The Vault,Ether,"4p Swing Jazz, Chaotic Metal"
c0307229c36111ef9a578878734f76cf,,Soukaku,50,5,Bashful Demon,Ice,"4p Hormone Punk, Swing Jazz"
c0307229c36111ef9a578878734f76cf,,Jane,60,0,Electro-Lip Gloss,Physical,"4p Fanged Metal, Freedom Blues"
c0307229c36111ef9a578878734f76cf,,Caesar,60,0,Spring Embrace,Physical,"4p Proto Punk, Hormone Punk"
c0307229c36111ef9a578878734f76cf,,Burnice,60,0,Rainforest Gourmet,Fire,"4p Chaos Jazz, Inferno Metal"
c0307229c36111ef9a578878734f76cf,,Zhu Yuan,60,0,Cannon Rotor,Ether,"4p Chaotic Metal, Branch & Blade Song"
c030722ac36111efb6c08878734f76cf,,Qingyi,60,0,Steam Oven,Electric,"4p Shockstar Disco, Swing Jazz"
c030722ac36111efb6c08878734f76cf,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Polar Metal"
c030722ac36111efb6c08878734f76cf,,Nicole,58,6,Weeping Cradle,Ether,"4p Swing Jazz, Freedom Blues"
c030722ac36111efb6c08878734f76cf,,Lighter,60,0,The Restrained,Fire,"4p Shockstar Disco, Swing Jazz"
c030722ac36111efb6c08878734f76cf,,Soukaku,60,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
c030722ac36111efb6c08878734f76cf,,Jane,60,0,Weeping Gemini,Physical,"4p Fanged Metal, Freedom Blues"
c030722ac36111efb6c08878734f76cf,,Caesar,60,0,Original Transmorpher,Physical,"4p Proto Punk, Shockstar Disco"
c030722ac36111efb6c08878734f76cf,,Burnice,60,0,Electro-Lip Gloss,Fire,"4p Chaos Jazz, Inferno Metal"
c030722ac36111efb6c08878734f76cf,,Zhu Yuan,60,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
c030722bc36111efb0148878734f76cf,,Qingyi,60,0,Steam Oven,Electric,"4p Shockstar Disco, Swing Jazz"
c030722bc36111efb0148878734f76cf,,Nicole,60,6,Weeping Cradle,Ether,"4p Swing Jazz, Hormone Punk"
c030722bc36111efb0148878734f76cf,,Jane,60,0,Weeping Gemini,Physical,"4p Fanged Metal, Freedom Blues"
c030722bc36111efb0148878734f76cf,,Caesar,60,0,Original Transmorpher,Physical,"4p Freedom Blues, Swing Jazz"
c030722bc36111efb0148878734f76cf,,Burnice,60,0,Electro-Lip Gloss,Fire,"4p Chaos Jazz, Inferno Metal"
c030722bc36111efb0148878734f76cf,,Zhu Yuan,60,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
c030722cc36111efa7178878734f76cf,,Qingyi,60,0,Demara Battery Mark II,Electric,"4p Shockstar Disco, Thunder Metal"
c030722cc36111efa7178878734f76cf,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Polar Metal"
c030722cc36111efa7178878734f76cf,,Yanagi,60,0,Timeweaver,Electric,"4p Chaos Jazz, Freedom Blues"
c030722cc36111efa7178878734f76cf,,Ellen,60,1,Deep Sea Visitor,Ice,"4p Polar Metal, Woodpecker Electro"
c030722cc36111efa7178878734f76cf,,Nicole,45,6,The Vault,Ether,"4p Swing Jazz, Chaotic Metal"
c030722cc36111efa7178878734f76cf,,Soukaku,55,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
c030722cc36111efa7178878734f76cf,,Caesar,60,0,Tusks of Fury,Physical,"4p Proto Punk, Shockstar Disco"
c030722cc36111efa7178878734f76cf,,Lycaon,60,1,Precious Fossilized Core,Ice,"4p Shockstar Disco, Polar Metal"
c030722cc36111efa7178878734f76cf,,Zhu Yuan,60,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
c030722dc36111ef8dfa8878734f76cf,,Piper,60,6,Roaring Ride,Physical,"4p Freedom Blues, Chaos Jazz"
c030722dc36111ef8dfa8878734f76cf,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Woodpecker Electro"
c030722dc36111ef8dfa8878734f76cf,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Woodpecker Electro, Flex"
c030722dc36111ef8dfa8878734f76cf,,Soukaku,60,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
c030722dc36111ef8dfa8878734f76cf,,Caesar,60,0,Demara Battery Mark II,Physical,"4p Proto Punk, Shockstar Disco"
c030722dc36111ef8dfa8878734f76cf,,Lycaon,60,1,,Ice,"4p Shockstar Disco, Flex"
c030722dc36111ef8dfa8878734f76cf,,Rina,60,0,Weeping Cradle,Electric,"4p Astral Voice, Puffer Electro"
c030722dc36111ef8dfa8878734f76cf,,Grace,60,0,Weeping Gemini,Electric,"4p Chaos Jazz, Freedom Blues"
c030722dc36111ef8dfa8878734f76cf,,Lucy,60,6,Kaboom the Cannon,Fire,"4p Swing Jazz, Branch & Blade Song"
c030722ec36111efa59e8878734f76cf,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Polar Metal"
c030722ec36111efa59e8878734f76cf,,Yanagi,60,0,Timeweaver,Electric,"4p Chaos Jazz, Flex"
c030722ec36111efa59e8878734f76cf,,Ellen,60,0,Deep Sea Visitor,Ice,"Polar Metal, Woodpecker Electro, Flex"
c030722ec36111efa59e8878734f76cf,,Soukaku,60,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
c030722ec36111efa59e8878734f76cf,,Koleda,60,1,Precious Fossilized Core,Fire,"4p Shockstar Disco, Swing Jazz"
c030722ec36111efa59e8878734f76cf,,Caesar,60,0,Original Transmorpher,Physical,"4p Proto Punk, Shockstar Disco"
c030722ec36111efa59e8878734f76cf,,Soldier 11,60,1,The Brimstone,Fire,"4p Inferno Metal, Woodpecker Electro"
c030722ec36111efa59e8878734f76cf,,Rina,55,0,Weeping Cradle,Electric,"4p Swing Jazz, Puffer Electro"
c030722ec36111efa59e8878734f76cf,,Lucy,60,4,Kaboom the Cannon,Fire,"4p Swing Jazz, Hormone Punk"
c030722fc36111efbeea8878734f76cf,,Piper,60,6,Roaring Ride,Physical,"4p Fanged Metal, Freedom Blues"
c030722fc36111efbeea8878734f76cf,,Miyabi,60,1,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Woodpecker Electro"
c030722fc36111efbeea8878734f76cf,,Qingyi,60,0,Ice-Jade Teapot,Electric,"4p Shockstar Disco, Swing Jazz"
c030722fc36111efbeea8878734f76cf,,Nicole,56,6,Weeping Cradle,Ether,"4p Swing Jazz, Flex"
c030722fc36111efbeea8878734f76cf,,Zhu Yuan,60,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
c030722fc36111efbeea8878734f76cf,,Lucy,60,4,Kaboom the Cannon,Fire,"4p Swing Jazz, Hormone Punk"
c0307230c36111ef827b8878734f76cf,,Soukaku,44,6,Bashful Demon,Ice,"4p Freedom Blues, Swing Jazz"
c0307230c36111ef827b8878734f76cf,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Woodpecker Electro"
c0307230c36111ef827b8878734f76cf,,Yanagi,60,0,Weeping Gemini,Electric,"4p Chaos Jazz, Flex"
c0307231c36111ef9b148878734f76cf,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Polar Metal"
c0307231c36111ef9b148878734f76cf,,Qingyi,60,0,[Vortex] Arrow,Electric,"4p Shockstar Disco, Swing Jazz"
c0307231c36111ef9b148878734f76cf,,Ellen,60,0,The Brimstone,Ice,"4p Polar Metal, Woodpecker Electro"
c0307231c36111ef9b148878734f76cf,,Lighter,60,0,Precious Fossilized Core,Fire,"4p Shockstar Disco, Swing Jazz"
c0307231c36111ef9b148878734f76cf,,Soukaku,55,6,Bashful Demon,Ice,"4p Swing Jazz, Freedom Blues"
c0307231c36111ef9b148878734f76cf,,Lucy,50,4,Kaboom the Cannon,Fire,"4p Swing Jazz, Flex"
c0307232c36111efbfed8878734f76cf,,Miyabi,60,2,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Polar Metal"
c0307232c36111efbfed8878734f76cf,,Qingyi,55,0,Steam Oven,Electric,"4p Shockstar Disco, Swing Jazz"
c0307232c36111efbfed8878734f76cf,,Ellen,60,1,Deep Sea Visitor,Ice,"4p Woodpecker Electro, Puffer Electro"
c0307232c36111efbfed8878734f76cf,,Lighter,60,0,Blazing Laurel,Fire,"4p Shockstar Disco, Swing Jazz"
c0307232c36111efbfed8878734f76cf,,Soukaku,60,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
c0307232c36111efbfed8878734f76cf,,Jane,60,0,Sharpened Stinger,Physical,"4p Fanged Metal, Freedom Blues"
c0307232c36111efbfed8878734f76cf,,Burnice,60,0,Flamemaker Shaker,Fire,"4p Chaos Jazz, Inferno Metal"
c0307232c36111efbfed8878734f76cf,,Rina,50,0,[Reverb] Mark II,Electric,"Swing Jazz, Flex"
c0307232c36111efbfed8878734f76cf,,Lucy,60,5,Kaboom the Cannon,Fire,"4p Swing Jazz, Hormone Punk"
c0307233c36111efa3a78878734f76cf,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Polar Metal"
c0307233c36111efa3a78878734f76cf,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Polar Metal, Woodpecker Electro"
c0307233c36111efa3a78878734f76cf,,Soukaku,50,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
c0307233c36111efa3a78878734f76cf,,Jane,60,0,Electro-Lip Gloss,Physical,"4p Fanged Metal, Freedom Blues"
c0307233c36111efa3a78878734f76cf,,Burnice,60,0,Electro-Lip Gloss,Fire,"4p Chaos Jazz, Freedom Blues"
c0307233c36111efa3a78878734f76cf,,Lycaon,60,1,The Restrained,Ice,"4p Shockstar Disco, Swing Jazz"
c0307233c36111efa3a78878734f76cf,,Rina,50,1,Weeping Cradle,Electric,"4p Swing Jazz, Freedom Blues"
