uid,floor,star,score,boss,buff,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo,rank_percent
1000060,2,2,19566,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,1,Burnice,0,Jane,0,Red Moccus,20.86%
1000060,3,3,43089,The Defiler,Combined Attack,Trigger,0,Orphie & Magus,0,Soldier 0 - Anby,0,Mercury,20.86%
1000061,1,3,43292,Wandering Hunter,Pinnacle,Ju Fufu,0,Yixuan,1,Lucia,0,Belion,13.43%
1000061,2,3,29498,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Alice,0,Caesar,0,Miss Esme,13.43%
1000061,3,2,19377,The Defiler,Combined Attack,Astra Yao,0,Evelyn,0,Nicole,6,Snap,13.43%
1000063,1,3,28929,Wandering Hunter,Pinnacle,Manato,6,Lucia,0,Ju Fufu,0,Miss Esme,20.22%
1000063,2,3,24686,Miasmic Fiend - Unfathomable,Dream Delusion,Vivian,0,Alice,0,Yuzuha,0,Robin,20.22%
1000063,3,3,20740,The Defiler,Combined Attack,Evelyn,0,Astra Yao,0,Lighter,1,Snap,20.22%
1000064,1,3,41162,Wandering Hunter,Pinnacle,Lucia,0,Ju Fufu,0,Yixuan,1,Excaliboo,2.17%
1000064,2,3,37015,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Alice,2,Jane,1,Miss Esme,2.17%
1000064,3,3,39053,The Defiler,Combined Attack,Trigger,1,Orphie & Magus,0,Soldier 0 - Anby,0,Mercury,2.17%
1000065,1,3,42641,Wandering Hunter,Pinnacle,Lucia,0,Yixuan,1,Ju Fufu,0,Excaliboo,1.92%
1000065,2,3,29578,Miasmic Fiend - Unfathomable,Dream Delusion,Alice,0,Yuzuha,0,Vivian,0,Miss Esme,1.92%
1000065,3,3,47657,The Defiler,Combined Attack,Soldier 0 - Anby,0,Trigger,0,Orphie & Magus,0,Mercury,1.92%
1000066,1,3,23027,Wandering Hunter,Dream Delusion,Miyabi,1,Vivian,0,Astra Yao,0,Robin,10.01%
1000066,2,3,34510,Miasmic Fiend - Unfathomable,Dream Delusion,Alice,2,Nicole,6,Yuzuha,0,Miss Esme,10.01%
1000066,3,3,29994,The Defiler,Pinnacle,Yixuan,0,Trigger,0,Lucia,0,Knightboo,10.01%
1000068,1,3,31288,Wandering Hunter,Pinnacle,Astra Yao,0,Lucia,1,Yixuan,1,Resonaboo,62.96%
1000068,2,3,21147,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Miyabi,2,Vivian,0,Robin,62.96%
1000069,1,2,18830,Wandering Hunter,Combined Attack,Evelyn,0,Astra Yao,0,Orphie & Magus,0,Snap,26.83%
1000069,2,3,22967,Miasmic Fiend - Unfathomable,Pinnacle,Lucia,0,Yixuan,0,Pan Yinhu,4,Belion,26.83%
1000069,3,3,26941,The Defiler,Combined Attack,Seed,0,Trigger,0,Soldier 0 - Anby,0,Mercury,26.83%
1000070,1,3,35932,Wandering Hunter,Pinnacle,Lucia,0,Yixuan,0,Ju Fufu,0,Belion,16.83%
1000070,2,3,21586,Miasmic Fiend - Unfathomable,Dream Delusion,Astra Yao,0,Yanagi,0,Miyabi,0,Agent Gulliver,16.83%
1000070,3,3,20305,The Defiler,Combined Attack,Rina,2,Soldier 0 - Anby,0,Trigger,0,Plugboo,16.83%
1000071,1,3,29355,Wandering Hunter,Pinnacle,Lucia,0,Yixuan,1,Ju Fufu,0,Belion,21.4%
1000071,2,3,23022,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Jane,0,Vivian,0,Robin,21.4%
1000071,3,3,20828,The Defiler,Combined Attack,Seed,0,Trigger,0,Harumasa,0,Plugboo,21.4%
1000072,1,3,20946,Wandering Hunter,Dream Delusion,Miyabi,2,Vivian,0,Nicole,6,Robin,19.0%
1000072,2,3,30582,Miasmic Fiend - Unfathomable,Pinnacle,Lucia,0,Yixuan,1,Pan Yinhu,6,Resonaboo,19.0%
1000072,3,3,33477,The Defiler,Combined Attack,Astra Yao,0,Orphie & Magus,0,Soldier 0 - Anby,0,Butler,19.0%
1000073,1,3,50177,Wandering Hunter,Pinnacle,Ju Fufu,0,Lucia,1,Yixuan,2,Belion,3.19%
1000073,2,3,31247,Miasmic Fiend - Unfathomable,Dream Delusion,Miyabi,1,Yuzuha,0,Vivian,0,Robin,3.19%
1000073,3,3,26972,The Defiler,Combined Attack,Seed,0,Harumasa,0,Trigger,0,Plugboo,3.19%
1000074,1,3,21975,Wandering Hunter,Dream Delusion,Burnice,0,Miyabi,0,Yuzuha,0,Snap,84.46%
1000075,1,3,20297,Wandering Hunter,Dream Delusion,Miyabi,0,Yanagi,0,Astra Yao,0,Agent Gulliver,25.43%
1000075,2,3,24433,Miasmic Fiend - Unfathomable,Pinnacle,Ju Fufu,0,Yixuan,0,Lucia,0,Belion,25.43%
1000075,3,3,25075,The Defiler,Combined Attack,Seed,0,Soldier 0 - Anby,0,Trigger,0,Plugboo,25.43%
1000076,1,3,24470,Wandering Hunter,Combined Attack,Evelyn,0,Lighter,0,Astra Yao,0,Snap,18.38%
1000076,2,3,30689,Miasmic Fiend - Unfathomable,Pinnacle,Yixuan,0,Trigger,0,Lucia,0,Belion,18.38%
1000076,3,3,21092,The Defiler,Dream Delusion,Alice,0,Miyabi,3,Yuzuha,0,Miss Esme,18.38%
1000077,1,2,17001,Wandering Hunter,Pinnacle,Yixuan,1,Pan Yinhu,6,Koleda,1,Belion,55.5%
1000077,2,1,13194,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Vivian,0,Miyabi,0,Miss Esme,55.5%
1000077,3,3,27307,The Defiler,Combined Attack,Astra Yao,0,Soldier 0 - Anby,0,Trigger,0,Plugboo,55.5%
1000078,1,3,41345,Wandering Hunter,Pinnacle,Yixuan,0,Pan Yinhu,6,Lucia,0,Belion,4.28%
1000078,2,3,36964,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Jane,0,Vivian,1,Robin,4.28%
1000078,3,3,25362,The Defiler,Combined Attack,Harumasa,0,Trigger,0,Astra Yao,0,Plugboo,4.28%
1000079,2,1,8606,Miasmic Fiend - Unfathomable,Dream Delusion,Vivian,0,Piper,6,Lucy,6,Robin,96.73%
1000080,1,2,19162,Wandering Hunter,Pinnacle,Ju Fufu,0,Lucy,6,Yixuan,1,Belion,14.22%
1000080,2,2,18899,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,0,Miyabi,1,Yanagi,0,Agent Gulliver,14.22%
1000080,3,3,42893,The Defiler,Combined Attack,Trigger,0,Orphie & Magus,0,Soldier 0 - Anby,1,Mercury,14.22%
1000081,1,3,58601,Wandering Hunter,Pinnacle,Astra Yao,1,Lucia,1,Yixuan,2,Belion,0.46%
1000081,2,3,50892,Miasmic Fiend - Unfathomable,Dream Delusion,Yuzuha,1,Alice,0,Jane,2,Snap,0.46%
1000081,3,3,56217,The Defiler,Combined Attack,Orphie & Magus,1,Soldier 0 - Anby,0,Trigger,1,Mercury,0.46%
1000082,1,2,15782,Wandering Hunter,Dream Delusion,Astra Yao,0,Burnice,0,Miyabi,0,Snap,72.7%
1000082,2,3,20022,Miasmic Fiend - Unfathomable,Pinnacle,Lucia,0,Ju Fufu,0,Yixuan,0,Belion,72.7%
1000083,1,3,22882,Wandering Hunter,Pinnacle,Astra Yao,0,Yixuan,0,Ju Fufu,0,Belion,32.41%
1000083,2,3,20026,Miasmic Fiend - Unfathomable,Dream Delusion,Alice,0,Jane,0,Yuzuha,0,Miss Esme,32.41%
1000083,3,3,21772,The Defiler,Combined Attack,Soldier 0 - Anby,0,Trigger,0,Orphie & Magus,0,Plugboo,32.41%
1000084,1,3,26243,Wandering Hunter,Pinnacle,Manato,5,Ju Fufu,0,Lucia,0,Miss Esme,10.09%
1000084,2,3,36709,Miasmic Fiend - Unfathomable,Dream Delusion,Jane,0,Vivian,0,Yuzuha,0,Luckyboo,10.09%
1000084,3,3,35152,The Defiler,Combined Attack,Soldier 0 - Anby,0,Trigger,0,Orphie & Magus,0,Mercury,10.09%
1000085,1,3,31556,Wandering Hunter,Pinnacle,Yixuan,0,Koleda,4,Lucia,0,Butler,20.48%
