uid,phase,name,level,cons,weapon,element,artifacts
128111906f9e11ef931f28c2dd2980ba,,Zhu Yuan,60,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
128111906f9e11ef931f28c2dd2980ba,,Qingyi,60,0,Hellfire Gears,Electric,"4p Shockstar Disco, Swing Jazz"
128111906f9e11ef931f28c2dd2980ba,,Koleda,50,0,Demara Battery Mark II,Fire,"4p Shockstar Disco, Flex"
128111916f9e11efacb528c2dd2980ba,,Zhu Yuan,60,0,Riot Suppressor Mark VI,Ether,"4p Chaotic Metal, Woodpecker Electro"
128111916f9e11efacb528c2dd2980ba,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Woodpecker Electro, Puffer Electro"
128111916f9e11efacb528c2dd2980ba,,Qingyi,53,0,Steam Oven,Electric,"4p Shockstar Disco, Swing Jazz"
128111916f9e11efacb528c2dd2980ba,,Lycaon,50,0,The Restrained,Ice,"4p Shockstar Disco, Swing Jazz"
128111916f9e11efacb528c2dd2980ba,,Soukaku,50,6,Bashful Demon,Ice,"4p Swing Jazz, Woodpecker Electro"
128111916f9e11efacb528c2dd2980ba,,Nicole,50,5,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
128111926f9e11efae7e28c2dd2980ba,,Qingyi,60,0,Hellfire Gears,Electric,"4p Shockstar Disco, Swing Jazz"
128111926f9e11efae7e28c2dd2980ba,,Zhu Yuan,60,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
128111926f9e11efae7e28c2dd2980ba,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Polar Metal, Woodpecker Electro"
128111926f9e11efae7e28c2dd2980ba,,Lycaon,55,1,Steam Oven,Ice,"4p Shockstar Disco, Swing Jazz"
128111926f9e11efae7e28c2dd2980ba,,Soukaku,51,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
128111926f9e11efae7e28c2dd2980ba,,Nicole,51,6,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
128111936f9e11ef8ab728c2dd2980ba,,Qingyi,60,0,Ice-Jade Teapot,Electric,"4p Shockstar Disco, Swing Jazz"
128111936f9e11ef8ab728c2dd2980ba,,Zhu Yuan,60,0,The Brimstone,Ether,"4p Chaotic Metal, Hormone Punk"
128111936f9e11ef8ab728c2dd2980ba,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Woodpecker Electro, Hormone Punk"
128111936f9e11ef8ab728c2dd2980ba,,Lycaon,50,1,The Restrained,Ice,"4p Shockstar Disco, Flex"
128111936f9e11ef8ab728c2dd2980ba,,Soukaku,50,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
128111936f9e11ef8ab728c2dd2980ba,,Nicole,50,6,The Vault,Ether,"Chaotic Metal, Swing Jazz, Flex"
128111946f9e11ef8bc828c2dd2980ba,,Qingyi,60,0,Ice-Jade Teapot,Electric,"4p Shockstar Disco, Thunder Metal"
128111946f9e11ef8bc828c2dd2980ba,,Soldier 11,60,0,Starlight Engine,Fire,"4p Inferno Metal, Flex"
128111946f9e11ef8bc828c2dd2980ba,,Nekomata,57,0,Steel Cushion,Physical,"Fanged Metal, Woodpecker Electro, Hormone Punk"
128111946f9e11ef8bc828c2dd2980ba,,Lucy,50,1,[Reverb] Mark II,Fire,"4p Swing Jazz, Hormone Punk"
128111946f9e11ef8bc828c2dd2980ba,,Soukaku,50,6,Bashful Demon,Ice,"4p Swing Jazz, Woodpecker Electro"
128111946f9e11ef8bc828c2dd2980ba,,Ben,40,2,[Identity] Base,Fire,"4p Shockstar Disco, Puffer Electro"
128111956f9e11efb16a28c2dd2980ba,,Lycaon,60,0,Ice-Jade Teapot,Ice,"4p Polar Metal, Woodpecker Electro"
128111956f9e11efb16a28c2dd2980ba,,Seth,60,0,Peacekeeper - Specialized,Electric,"4p Freedom Blues, Flex"
128111956f9e11efb16a28c2dd2980ba,,Ben,60,1,Big Cylinder,Fire,"4p Inferno Metal, Soul Rock"
128111956f9e11efb16a28c2dd2980ba,,Anton,60,2,Drill Rig - Red Axis,Electric,"4p Thunder Metal, Woodpecker Electro"
128111956f9e11efb16a28c2dd2980ba,,Billy,60,2,Starlight Engine Replica,Physical,"4p Woodpecker Electro, Puffer Electro"
128111966f9e11ef8e8828c2dd2980ba,,Ellen,60,0,Starlight Engine,Ice,"4p Woodpecker Electro, Polar Metal"
128111966f9e11ef8e8828c2dd2980ba,,Nekomata,58,0,Starlight Engine,Physical,"4p Woodpecker Electro, Freedom Blues"
128111966f9e11ef8e8828c2dd2980ba,,Piper,52,1,Roaring Ride,Physical,"4p Freedom Blues, Flex"
128111966f9e11ef8e8828c2dd2980ba,,Qingyi,50,0,The Restrained,Electric,"4p Shockstar Disco, Woodpecker Electro"
128111966f9e11ef8e8828c2dd2980ba,,Lucy,45,3,Kaboom the Cannon,Fire,"4p Woodpecker Electro, Hormone Punk"
128111966f9e11ef8e8828c2dd2980ba,,Soukaku,45,6,Bashful Demon,Ice,"4p Woodpecker Electro, Freedom Blues"
128111976f9e11ef8bb528c2dd2980ba,,Zhu Yuan,60,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
128111976f9e11ef8bb528c2dd2980ba,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Polar Metal, Woodpecker Electro"
128111976f9e11ef8bb528c2dd2980ba,,Lycaon,55,2,Steam Oven,Ice,"4p Shockstar Disco, Woodpecker Electro"
128111976f9e11ef8bb528c2dd2980ba,,Qingyi,50,0,Ice-Jade Teapot,Electric,"4p Shockstar Disco, Swing Jazz"
128111976f9e11ef8bb528c2dd2980ba,,Soukaku,40,1,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
128111976f9e11ef8bb528c2dd2980ba,,Nicole,40,6,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
128111986f9e11ef9b9228c2dd2980ba,,Jane,60,0,Weeping Gemini,Physical,"4p Fanged Metal, Freedom Blues"
128111986f9e11ef9b9228c2dd2980ba,,Ellen,60,0,Starlight Engine,Ice,"4p Woodpecker Electro, Polar Metal"
128111986f9e11ef9b9228c2dd2980ba,,Grace,60,0,Rainforest Gourmet,Electric,"4p Freedom Blues, Thunder Metal"
128111986f9e11ef9b9228c2dd2980ba,,Qingyi,55,0,The Restrained,Electric,"4p Shockstar Disco, Thunder Metal"
128111986f9e11ef9b9228c2dd2980ba,,Soukaku,55,4,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
128111986f9e11ef9b9228c2dd2980ba,,Seth,50,0,Original Transmorpher,Electric,"4p Swing Jazz, Freedom Blues"
128111996f9e11efbfea28c2dd2980ba,,Qingyi,55,0,Ice-Jade Teapot,Electric,"4p Shockstar Disco, Swing Jazz"
128111996f9e11efbfea28c2dd2980ba,,Zhu Yuan,55,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
128111996f9e11efbfea28c2dd2980ba,,Ellen,55,0,Starlight Engine,Ice,"4p Polar Metal, Woodpecker Electro"
128111996f9e11efbfea28c2dd2980ba,,Soukaku,55,6,Bashful Demon,Ice,"4p Hormone Punk, Flex"
128111996f9e11efbfea28c2dd2980ba,,Nicole,55,5,The Vault,Ether,"4p Swing Jazz, Chaotic Metal"
128111996f9e11efbfea28c2dd2980ba,,Anby,55,6,Steam Oven,Electric,"4p Shockstar Disco, Swing Jazz"
128111996f9e11efbfea28c2dd2980ba,,Soldier 11,50,0,Starlight Engine,Fire,"4p Inferno Metal, Woodpecker Electro"
1281119a6f9e11ef92b828c2dd2980ba,,Jane,60,0,Sharpened Stinger,Physical,"4p Fanged Metal, Freedom Blues"
1281119a6f9e11ef92b828c2dd2980ba,,Zhu Yuan,60,1,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
1281119a6f9e11ef92b828c2dd2980ba,,Grace,55,1,Fusion Compiler,Electric,"4p Thunder Metal, Freedom Blues"
1281119a6f9e11ef92b828c2dd2980ba,,Koleda,50,0,Steam Oven,Fire,"4p Shockstar Disco, Swing Jazz"
1281119a6f9e11ef92b828c2dd2980ba,,Piper,50,4,Roaring Ride,Physical,Flex
1281119a6f9e11ef92b828c2dd2980ba,,Lucy,50,1,[Reverb] Mark II,Fire,"4p Swing Jazz, Hormone Punk"
1281119a6f9e11ef92b828c2dd2980ba,,Nicole,50,6,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
1281119a6f9e11ef92b828c2dd2980ba,,Anby,50,5,Demara Battery Mark II,Electric,"4p Shockstar Disco, Thunder Metal"
1281119a6f9e11ef92b828c2dd2980ba,,Seth,26,1,Peacekeeper - Specialized,Electric,"4p Swing Jazz, Hormone Punk"
1281119b6f9e11ef8cea28c2dd2980ba,,Jane,60,0,Sharpened Stinger,Physical,"4p Fanged Metal, Freedom Blues"
1281119b6f9e11ef8cea28c2dd2980ba,,Qingyi,60,0,Ice-Jade Teapot,Electric,"4p Shockstar Disco, Swing Jazz"
1281119b6f9e11ef8cea28c2dd2980ba,,Zhu Yuan,60,0,Riot Suppressor Mark VI,Ether,"4p Chaotic Metal, Woodpecker Electro"
1281119b6f9e11ef8cea28c2dd2980ba,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Woodpecker Electro, Polar Metal"
1281119b6f9e11ef8cea28c2dd2980ba,,Grace,60,1,Fusion Compiler,Electric,"4p Freedom Blues, Thunder Metal"
1281119b6f9e11ef8cea28c2dd2980ba,,Rina,50,0,Weeping Cradle,Electric,"4p Freedom Blues, Swing Jazz"
1281119b6f9e11ef8cea28c2dd2980ba,,Lycaon,50,2,Steam Oven,Ice,"4p Shockstar Disco, Polar Metal"
1281119b6f9e11ef8cea28c2dd2980ba,,Seth,50,6,Peacekeeper - Specialized,Electric,"4p Swing Jazz, Hormone Punk"
1281119b6f9e11ef8cea28c2dd2980ba,,Soukaku,50,5,Bashful Demon,Ice,"4p Swing Jazz, Shockstar Disco"
1281119c6f9e11ef8e4828c2dd2980ba,,Zhu Yuan,60,0,Riot Suppressor Mark VI,Ether,"4p Chaotic Metal, Woodpecker Electro"
1281119c6f9e11ef8e4828c2dd2980ba,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Woodpecker Electro, Polar Metal"
1281119c6f9e11ef8e4828c2dd2980ba,,Soukaku,50,5,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
1281119c6f9e11ef8e4828c2dd2980ba,,Nicole,50,6,The Vault,Ether,"4p Swing Jazz, Chaotic Metal"
1281119c6f9e11ef8e4828c2dd2980ba,,Anby,50,5,Demara Battery Mark II,Electric,"4p Shockstar Disco, Flex"
1281119c6f9e11ef8e4828c2dd2980ba,,Lycaon,40,0,Steam Oven,Ice,"4p Shockstar Disco, Swing Jazz"
1281119d6f9e11ef9dda28c2dd2980ba,,Zhu Yuan,60,0,Riot Suppressor Mark VI,Ether,"4p Chaotic Metal, Flex"
1281119d6f9e11ef9dda28c2dd2980ba,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Polar Metal, Swing Jazz"
1281119d6f9e11ef9dda28c2dd2980ba,,Jane,55,0,Electro-Lip Gloss,Physical,"4p Fanged Metal, Freedom Blues"
1281119d6f9e11ef9dda28c2dd2980ba,,Lucy,50,3,Kaboom the Cannon,Fire,"4p Swing Jazz, Flex"
1281119d6f9e11ef9dda28c2dd2980ba,,Qingyi,45,0,Steam Oven,Electric,"4p Shockstar Disco, Woodpecker Electro"
1281119d6f9e11ef9dda28c2dd2980ba,,Soukaku,45,6,Bashful Demon,Ice,"4p Swing Jazz, Polar Metal"
1281119d6f9e11ef9dda28c2dd2980ba,,Nicole,45,6,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
1281119d6f9e11ef9dda28c2dd2980ba,,Anby,45,6,Steam Oven,Electric,"4p Shockstar Disco, Swing Jazz"
1281119d6f9e11ef9dda28c2dd2980ba,,Seth,40,0,Peacekeeper - Specialized,Electric,"4p Swing Jazz, Freedom Blues"
1281119e6f9e11ef9a6b28c2dd2980ba,,Ellen,60,0,The Brimstone,Ice,"4p Woodpecker Electro, Puffer Electro"
1281119e6f9e11ef9a6b28c2dd2980ba,,Grace,60,0,Rainforest Gourmet,Electric,"4p Thunder Metal, Freedom Blues"
1281119e6f9e11ef9a6b28c2dd2980ba,,Lycaon,60,0,Steam Oven,Ice,"4p Shockstar Disco, Swing Jazz"
1281119e6f9e11ef9a6b28c2dd2980ba,,Anby,50,5,Demara Battery Mark II,Electric,"4p Shockstar Disco, Swing Jazz"
1281119e6f9e11ef9a6b28c2dd2980ba,,Soukaku,50,6,[Reverb] Mark II,Ice,"4p Swing Jazz, Hormone Punk"
1281119e6f9e11ef9a6b28c2dd2980ba,,Anton,50,6,Starlight Engine,Electric,"4p Thunder Metal, Woodpecker Electro"
1281119f6f9e11ef8a3f28c2dd2980ba,,Ellen,60,0,Gilded Blossom,Ice,"4p Polar Metal, Woodpecker Electro"
1281119f6f9e11ef8a3f28c2dd2980ba,,Anton,60,6,Drill Rig - Red Axis,Electric,"4p Thunder Metal, Woodpecker Electro"
1281119f6f9e11ef8a3f28c2dd2980ba,,Qingyi,55,0,Steam Oven,Electric,"4p Shockstar Disco, Swing Jazz"
1281119f6f9e11ef8a3f28c2dd2980ba,,Koleda,55,0,Hellfire Gears,Fire,"4p Shockstar Disco, Swing Jazz"
1281119f6f9e11ef8a3f28c2dd2980ba,,Rina,50,3,Slice of Time,Electric,"4p Swing Jazz, Puffer Electro"
1281119f6f9e11ef8a3f28c2dd2980ba,,Soukaku,50,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
128111a06f9e11ef9f1028c2dd2980ba,,Jane,60,0,Sharpened Stinger,Physical,"4p Fanged Metal, Freedom Blues"
128111a06f9e11ef9f1028c2dd2980ba,,Zhu Yuan,60,0,Starlight Engine,Ether,"4p Woodpecker Electro, Chaotic Metal"
128111a06f9e11ef9f1028c2dd2980ba,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Woodpecker Electro, Polar Metal"
128111a06f9e11ef9f1028c2dd2980ba,,Qingyi,50,0,Steam Oven,Electric,"4p Shockstar Disco, Thunder Metal"
128111a06f9e11ef9f1028c2dd2980ba,,Lycaon,50,0,Steam Oven,Ice,"4p Shockstar Disco, Polar Metal"
128111a06f9e11ef9f1028c2dd2980ba,,Rina,40,0,[Reverb] Mark II,Electric,"4p Freedom Blues, Puffer Electro"
128111a06f9e11ef9f1028c2dd2980ba,,Soukaku,40,6,Bashful Demon,Ice,"4p Polar Metal, Swing Jazz"
128111a06f9e11ef9f1028c2dd2980ba,,Nicole,40,6,Weeping Cradle,Ether,"4p Chaotic Metal, Swing Jazz"
128111a16f9e11ef8d3428c2dd2980ba,,Zhu Yuan,60,0,Riot Suppressor Mark VI,Ether,"4p Chaotic Metal, Woodpecker Electro"
128111a16f9e11ef8d3428c2dd2980ba,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Woodpecker Electro, Flex"
128111a16f9e11ef8d3428c2dd2980ba,,Qingyi,55,0,Ice-Jade Teapot,Electric,"4p Shockstar Disco, Woodpecker Electro"
128111a16f9e11ef8d3428c2dd2980ba,,Lycaon,55,0,[Vortex] Arrow,Ice,"4p Shockstar Disco, Swing Jazz"
128111a16f9e11ef8d3428c2dd2980ba,,Soukaku,50,6,Bashful Demon,Ice,"Woodpecker Electro, Flex"
128111a16f9e11ef8d3428c2dd2980ba,,Nicole,50,6,The Vault,Ether,"4p Swing Jazz, Woodpecker Electro"
128111a26f9e11ef94bc28c2dd2980ba,,Ellen,60,0,The Brimstone,Ice,"4p Woodpecker Electro, Polar Metal"
128111a26f9e11ef94bc28c2dd2980ba,,Lycaon,50,0,Steam Oven,Ice,"4p Shockstar Disco, Polar Metal"
128111a26f9e11ef94bc28c2dd2980ba,,Soukaku,50,6,Bashful Demon,Ice,"4p Polar Metal, Woodpecker Electro"
128111a26f9e11ef94bc28c2dd2980ba,,Nicole,50,3,[Reverb] Mark II,Ether,"4p Swing Jazz, Freedom Blues"
128111a36f9e11efaa3428c2dd2980ba,,Ellen,60,2,Deep Sea Visitor,Ice,"4p Woodpecker Electro, Puffer Electro"
128111a36f9e11efaa3428c2dd2980ba,,Lycaon,60,0,The Restrained,Ice,"4p Shockstar Disco, Swing Jazz"
128111a36f9e11efaa3428c2dd2980ba,,Nekomata,60,1,Steel Cushion,Physical,"4p Woodpecker Electro, Puffer Electro"
128111a36f9e11efaa3428c2dd2980ba,,Soukaku,60,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
128111a36f9e11efaa3428c2dd2980ba,,Anby,60,6,Steam Oven,Electric,"4p Shockstar Disco, Swing Jazz"
128111a36f9e11efaa3428c2dd2980ba,,Lucy,50,4,Kaboom the Cannon,Fire,"4p Swing Jazz, Hormone Punk"
128111a46f9e11ef972d28c2dd2980ba,,Jane,60,0,Sharpened Stinger,Physical,"4p Fanged Metal, Freedom Blues"
128111a46f9e11ef972d28c2dd2980ba,,Ellen,60,1,Deep Sea Visitor,Ice,"4p Woodpecker Electro, Polar Metal"
128111a46f9e11ef972d28c2dd2980ba,,Soldier 11,60,1,Starlight Engine,Fire,"4p Inferno Metal, Woodpecker Electro"
128111a46f9e11ef972d28c2dd2980ba,,Piper,55,4,Roaring Ride,Physical,"4p Freedom Blues, Fanged Metal"
128111a46f9e11ef972d28c2dd2980ba,,Lucy,55,2,[Reverb] Mark II,Fire,"4p Swing Jazz, Hormone Punk"
128111a46f9e11ef972d28c2dd2980ba,,Soukaku,55,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
128111a46f9e11ef972d28c2dd2980ba,,Anby,55,6,Hellfire Gears,Electric,"4p Shockstar Disco, Swing Jazz"
128111a56f9e11ef99ca28c2dd2980ba,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Polar Metal, Woodpecker Electro"
128111a56f9e11ef99ca28c2dd2980ba,,Soldier 11,60,0,Gilded Blossom,Fire,"4p Inferno Metal, Woodpecker Electro"
128111a56f9e11ef99ca28c2dd2980ba,,Lucy,60,1,Kaboom the Cannon,Fire,"4p Woodpecker Electro, Flex"
128111a56f9e11ef99ca28c2dd2980ba,,Soukaku,60,6,Bashful Demon,Ice,"4p Swing Jazz, Flex"
128111a56f9e11ef99ca28c2dd2980ba,,Piper,50,0,Roaring Ride,Physical,"4p Woodpecker Electro, Flex"
128111a56f9e11ef99ca28c2dd2980ba,,Anby,50,2,Demara Battery Mark II,Electric,"4p Shockstar Disco, Flex"
128111a66f9e11ef8f7628c2dd2980ba,,Zhu Yuan,60,0,Gilded Blossom,Ether,"4p Chaotic Metal, Woodpecker Electro"
128111a66f9e11ef8f7628c2dd2980ba,,Soldier 11,60,1,Starlight Engine,Fire,"4p Inferno Metal, Woodpecker Electro"
128111a66f9e11ef8f7628c2dd2980ba,,Lucy,50,1,Kaboom the Cannon,Fire,"4p Swing Jazz, Inferno Metal"
128111a66f9e11ef8f7628c2dd2980ba,,Nicole,55,6,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
128111a66f9e11ef8f7628c2dd2980ba,,Ben,50,6,Big Cylinder,Fire,"4p Shockstar Disco, Swing Jazz"
128111a76f9e11efa52328c2dd2980ba,,Zhu Yuan,60,0,Cannon Rotor,Ether,"4p Chaotic Metal, Flex"
128111a76f9e11efa52328c2dd2980ba,,Ellen,60,0,Starlight Engine,Ice,"4p Woodpecker Electro, Flex"
128111a76f9e11efa52328c2dd2980ba,,Qingyi,55,0,Steam Oven,Electric,"Freedom Blues, Shockstar Disco, Puffer Electro"
128111a76f9e11efa52328c2dd2980ba,,Nicole,55,5,The Vault,Ether,"4p Swing Jazz, Chaotic Metal"
128111a76f9e11efa52328c2dd2980ba,,Rina,50,0,Weeping Cradle,Electric,"Swing Jazz, Flex"
128111a76f9e11efa52328c2dd2980ba,,Soukaku,50,5,Bashful Demon,Ice,"4p Hormone Punk, Swing Jazz"
128111a86f9e11ef94d328c2dd2980ba,,Ellen,50,0,Deep Sea Visitor,Ice,"4p Woodpecker Electro, Flex"
128111a86f9e11ef94d328c2dd2980ba,,Nekomata,50,0,Starlight Engine,Physical,"4p Woodpecker Electro, Flex"
128111a86f9e11ef94d328c2dd2980ba,,Piper,40,2,Fusion Compiler,Physical,Flex
128111a86f9e11ef94d328c2dd2980ba,,Soukaku,40,5,Bashful Demon,Ice,"4p Swing Jazz, Flex"
128111a86f9e11ef94d328c2dd2980ba,,Nicole,40,2,Weeping Cradle,Ether,"4p Swing Jazz, Flex"
128111a86f9e11ef94d328c2dd2980ba,,Anby,40,2,Steam Oven,Electric,"4p Shockstar Disco, Flex"
128111a96f9e11ef9f1528c2dd2980ba,,Qingyi,60,0,Steam Oven,Electric,"4p Shockstar Disco, Swing Jazz"
128111a96f9e11ef9f1528c2dd2980ba,,Zhu Yuan,60,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
128111a96f9e11ef9f1528c2dd2980ba,,Ellen,60,0,Starlight Engine,Ice,"4p Woodpecker Electro, Puffer Electro"
128111a96f9e11ef9f1528c2dd2980ba,,Soukaku,60,6,Kaboom the Cannon,Ice,"4p Swing Jazz, Hormone Punk"
128111a96f9e11ef9f1528c2dd2980ba,,Nicole,53,6,Weeping Cradle,Ether,"4p Swing Jazz, Freedom Blues"
128111a96f9e11ef9f1528c2dd2980ba,,Lycaon,50,0,The Restrained,Ice,"4p Shockstar Disco, Swing Jazz"
128111a96f9e11ef9f1528c2dd2980ba,,Koleda,50,0,Steam Oven,Fire,"4p Shockstar Disco, Flex"
128111aa6f9e11ef930e28c2dd2980ba,,Zhu Yuan,60,0,The Brimstone,Ether,"4p Chaotic Metal, Woodpecker Electro"
128111aa6f9e11ef930e28c2dd2980ba,,Ellen,60,0,Starlight Engine,Ice,"4p Woodpecker Electro, Puffer Electro"
128111aa6f9e11ef930e28c2dd2980ba,,Qingyi,55,0,Steam Oven,Electric,"4p Shockstar Disco, Woodpecker Electro"
128111aa6f9e11ef930e28c2dd2980ba,,Lycaon,55,0,Steam Oven,Ice,"4p Shockstar Disco, Puffer Electro"
128111aa6f9e11ef930e28c2dd2980ba,,Soukaku,46,6,Bashful Demon,Ice,"4p Swing Jazz, Woodpecker Electro"
128111aa6f9e11ef930e28c2dd2980ba,,Nicole,45,2,The Vault,Ether,"4p Swing Jazz, Puffer Electro"
128111ab6f9e11ef932128c2dd2980ba,,Qingyi,60,0,Steam Oven,Electric,"4p Shockstar Disco, Swing Jazz"
128111ab6f9e11ef932128c2dd2980ba,,Zhu Yuan,60,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
128111ab6f9e11ef932128c2dd2980ba,,Ellen,60,0,Starlight Engine,Ice,"4p Woodpecker Electro, Puffer Electro"
128111ab6f9e11ef932128c2dd2980ba,,Nicole,58,6,Weeping Cradle,Ether,"4p Swing Jazz, Hormone Punk"
128111ab6f9e11ef932128c2dd2980ba,,Lycaon,50,0,Hellfire Gears,Ice,"4p Shockstar Disco, Swing Jazz"
128111ab6f9e11ef932128c2dd2980ba,,Soukaku,50,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
128111ac6f9e11efa28628c2dd2980ba,,Qingyi,60,0,Hellfire Gears,Electric,"4p Shockstar Disco, Swing Jazz"
