uid,player_level,character,char_level,element,w_engine,w_engine_level,basic_atk,special_atk,dash,ultimate,core_skill,assist,base_hp,base_atk,base_def,base_impact,crit_rate,crit_dmg,anomaly_mastery,anomaly_proficiency,pen_ratio,pen,base_energy_regen,sheer_force,dmg_bonus,percent_hp_sub,percent_atk_sub,percent_def_sub,crit_rate_sub,crit_dmg_sub,pen_sub,anomaly_proficiency_sub,drive_slot_4,drive_slot_5,drive_slot_6,drive_sets
e58b8f778e1411f096778878734f76cf,60,Alice,60,Physical,Fusion Compiler,60.0,12,12,7,12,7,1,11018,2294,938,86,17.0,64.4,195,345,24.0,18,120,0,40.0,12.0,24.0,9.6,12.0,14.4,18,135,Anomaly Proficiency,Physical DMG Bonus,Anomaly Mastery,"4p Fanged Metal, Phaethon's Melody"
e58b8f778e1411f096778878734f76cf,60,Trigger,60,Electric,Spectral Gaze,60.0,12,12,7,12,7,7,11760,2119,1003,162,89.0,50.0,96,140,24.0,18,120,0,0.0,15.0,18.0,24.0,36.0,0.0,18,45,CRIT Rate,PEN Ratio,Impact,"4p King of the Summit, Shockstar Disco"
e58b8f778e1411f096778878734f76cf,60,Vivian,60,Ether,Weeping Gemini,60.0,11,11,7,11,7,7,11361,2646,1025,86,9.8,69.2,198,348,0.0,0,120,0,30.0,15.0,24.0,28.8,4.8,19.2,0,108,Anomaly Proficiency,Ether DMG Bonus,Anomaly Mastery,"4p Phaethon's Melody, Freedom Blues"
e58b8f778e1411f096778878734f76cf,60,Yanagi,60,Electric,Fusion Compiler,60.0,11,12,11,11,7,8,11483,2555,900,86,21.8,59.6,148,353,48.0,45,120,0,10.0,12.0,9.0,9.6,16.8,9.6,45,117,Anomaly Proficiency,PEN Ratio,Percent ATK,"4p Thunder Metal, Freedom Blues"
e58b8f778e1411f096778878734f76cf,60,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,11,12,7,11,10104,3146,835,86,75.4,166.8,116,283,0.0,72,120,0,0.0,3.0,12.0,0.0,38.4,52.8,72,45,CRIT DMG,Percent ATK,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
e58b8f778e1411f096778878734f76cf,60,Yuzuha,60,Physical,Kaboom the Cannon,60.0,11,11,8,11,7,4,12007,3049,901,86,17.0,69.2,171,138,0.0,36,204,0,0.0,6.0,24.0,4.8,12.0,19.2,36,45,Percent ATK,Percent ATK,Anomaly Mastery,"4p Moonlight Lullaby, Phaethon's Melody"
e58b8faf8e1411f093998878734f76cf,58,Caesar,50,Physical,Tusks of Fury,57.0,8,9,1,5,5,9,10910,2022,1046,166,41.0,83.6,87,191,0.0,36,120,0,30.0,0.0,15.0,24.0,36.0,33.6,36,9,Anomaly Proficiency,Physical DMG Bonus,Impact,"4p Proto Punk, Shockstar Disco"
e58b8faf8e1411f093998878734f76cf,58,Soldier 0 - Anby,60,Electric,Marcato Desire,60.0,12,12,9,11,7,1,10894,2974,870,93,80.2,166.8,94,138,0.0,18,120,0,0.0,6.0,12.0,9.6,40.8,52.8,18,45,CRIT DMG,Percent ATK,Percent ATK,"4p Shadow Harmony, Branch & Blade Song"
e58b8faf8e1411f093998878734f76cf,58,Jane,60,Physical,Sharpened Stinger,60.0,11,10,9,10,7,9,10913,2617,1040,86,24.2,64.4,192,398,0.0,0,120,0,40.0,9.0,42.0,28.8,19.2,14.4,0,72,Anomaly Proficiency,Physical DMG Bonus,Anomaly Mastery,"4p Fanged Metal, Freedom Blues"
e58b8faf8e1411f093998878734f76cf,58,Yuzuha,60,Physical,Kaboom the Cannon,60.0,12,10,1,10,7,1,12619,2980,1121,86,17.0,64.4,171,147,0.0,45,204,0,0.0,18.0,30.0,43.2,12.0,14.4,45,54,Percent ATK,Percent ATK,Anomaly Mastery,"4p Moonlight Lullaby, Phaethon's Melody"
e58b8faf8e1411f093998878734f76cf,58,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,8,12,7,1,10328,2913,850,86,80.2,138.0,116,283,0.0,36,120,0,30.0,3.0,30.0,0.0,19.2,72.0,36,45,CRIT Rate,Ice DMG Bonus,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
e58b8faf8e1411f093998878734f76cf,58,Yixuan,60,Ether,Qingming Birdcage,60.0,10,12,1,12,7,1,18781,2142,667,93,57.8,162.0,92,108,0.0,9,0,2520,30.0,24.0,6.0,9.6,38.4,48.0,9,18,CRIT DMG,Ether DMG Bonus,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
e58b8fe68e1411f0bb8e8878734f76cf,60,Yuzuha,60,Physical,Metanukimorphosis,60.0,10,12,1,11,7,10,12048,3309,944,86,29.0,83.6,171,102,0.0,45,192,0,0.0,9.0,27.0,14.4,24.0,33.6,45,9,Percent ATK,Percent ATK,Anomaly Mastery,"4p Astral Voice, Phaethon's Melody"
e58b8fe68e1411f0bb8e8878734f76cf,60,Jane,60,Physical,Weeping Gemini,60.0,10,10,10,10,7,5,11016,2494,1117,86,14.6,50.0,192,278,0.0,9,120,0,40.0,6.0,15.0,19.2,9.6,0.0,9,72,Anomaly Proficiency,Physical DMG Bonus,Anomaly Mastery,"4p Fanged Metal, Flex"
e58b8fe68e1411f0bb8e8878734f76cf,60,Vivian,60,Ether,Weeping Gemini,60.0,10,10,7,10,7,10,11336,2368,982,86,17.0,69.2,198,348,0.0,18,120,0,30.0,3.0,9.0,19.2,12.0,19.2,18,108,Anomaly Proficiency,Ether DMG Bonus,Anomaly Mastery,"4p Phaethon's Melody, Chaos Jazz"
e58b901d8e1411f0ade58878734f76cf,59,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,12,12,7,12,10900,2803,863,86,56.2,162.0,116,310,0.0,36,120,0,30.0,9.0,15.0,9.6,19.2,48.0,36,72,CRIT DMG,Ice DMG Bonus,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
e58b901d8e1411f0ade58878734f76cf,59,Alice,60,Physical,Rainforest Gourmet,50.0,9,8,7,7,7,7,10104,2223,997,86,14.6,59.6,195,366,0.0,63,120,0,40.0,3.0,33.0,19.2,9.6,9.6,63,90,Anomaly Proficiency,Physical DMG Bonus,Anomaly Mastery,"4p Fanged Metal, Phaethon's Melody"
e58b901d8e1411f0ade58878734f76cf,59,Yanagi,60,Electric,Electro-Lip Gloss,60.0,9,11,1,6,6,2,11736,2323,1077,86,14.6,59.6,148,419,24.0,45,120,0,10.0,21.0,0.0,33.6,9.6,9.6,45,108,Anomaly Proficiency,PEN Ratio,Percent ATK,"4p Thunder Metal, Chaos Jazz"
e58b901d8e1411f0ade58878734f76cf,59,Trigger,60,Electric,Spectral Gaze,60.0,8,9,8,7,7,7,11774,1999,1015,154,92.2,78.8,96,158,0.0,18,120,0,30.0,18.0,15.0,38.4,31.2,28.8,18,63,CRIT Rate,Electric DMG Bonus,Impact,"4p King of the Summit, Woodpecker Electro"
e58b901d8e1411f0ade58878734f76cf,59,Yuzuha,60,Physical,Weeping Cradle,60.0,9,10,4,9,7,7,12537,3069,973,86,36.2,69.2,171,138,24.0,18,144,0,0.0,12.0,27.0,28.8,31.2,19.2,18,45,Percent ATK,Percent ATK,Anomaly Mastery,"4p Swing Jazz, Phaethon's Melody"
e58b901d8e1411f0ade58878734f76cf,59,Zhu Yuan,60,Ether,Cannon Rotor,60.0,12,12,8,12,6,9,9794,3088,958,90,70.6,138.0,93,200,0.0,45,120,0,0.0,0.0,15.0,24.0,21.6,43.2,45,108,CRIT Rate,Percent ATK,Percent ATK,"4p Hormone Punk, Branch & Blade Song"
e58b90548e1411f0b0f68878734f76cf,60,Ellen,60,Ice,Deep Sea Visitor,60.0,12,12,11,12,7,11,10216,3007,952,93,80.2,160.4,94,102,32.0,36,120,0,0.0,3.0,33.0,19.2,28.8,62.4,36,9,CRIT DMG,PEN Ratio,Percent ATK,"4p Woodpecker Electro, Puffer Electro"
e58b90548e1411f0b0f68878734f76cf,60,Soldier 0 - Anby,60,Electric,Severed Innocence,60.0,12,12,11,12,7,11,10670,3141,929,93,80.2,150.8,94,111,0.0,18,120,0,30.0,6.0,42.0,19.2,28.8,52.8,18,18,CRIT Rate,Electric DMG Bonus,Percent ATK,"4p Shadow Harmony, Woodpecker Electro"
e58b90548e1411f0b0f68878734f76cf,60,Burnice,60,Fire,Flamemaker Shaker,60.0,9,12,7,12,7,9,11231,2800,899,83,9.8,59.6,153,377,0.0,54,156,0,40.0,18.0,24.0,19.2,4.8,9.6,54,135,Anomaly Proficiency,Fire DMG Bonus,Anomaly Mastery,"4p Chaos Jazz, Inferno Metal"
e58b90548e1411f0b0f68878734f76cf,60,Trigger,60,Electric,Spectral Gaze,60.0,12,12,3,11,7,11,10697,2138,889,162,86.6,93.2,96,113,24.0,27,120,0,0.0,3.0,18.0,0.0,33.6,43.2,27,18,CRIT Rate,PEN Ratio,Impact,"4p King of the Summit, Shockstar Disco"
e58b90548e1411f0b0f68878734f76cf,60,Yuzuha,60,Physical,Metanukimorphosis,60.0,12,12,7,12,7,7,11936,3231,959,86,14.6,59.6,171,210,0.0,27,216,0,0.0,9.0,33.0,14.4,9.6,9.6,27,117,Percent ATK,Percent ATK,Anomaly Mastery,"4p Moonlight Lullaby, Phaethon's Melody"
e58b90548e1411f0b0f68878734f76cf,60,Ben,30,Fire,Housekeeper,20.0,1,1,1,1,1,1,7952,1507,636,95,33.8,165.2,86,135,0.0,0,216,0,0.0,3.0,24.0,0.0,28.8,67.2,0,45,CRIT DMG,Percent ATK,Energy Regen,"4p Shadow Harmony, Swing Jazz"
e58b908a8e1411f0b8ac8878734f76cf,59,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,10,12,7,11,10794,2987,878,86,63.4,147.6,116,247,0.0,36,120,0,30.0,12.0,24.0,9.6,26.4,33.6,36,9,CRIT DMG,Ice DMG Bonus,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
e58b908a8e1411f0b8ac8878734f76cf,59,Yuzuha,60,Physical,Metanukimorphosis,60.0,12,12,3,12,7,8,12884,3212,900,86,21.8,59.6,171,156,0.0,63,216,0,0.0,21.0,33.0,9.6,16.8,9.6,63,63,Percent ATK,Percent ATK,Anomaly Mastery,"4p Swing Jazz, Phaethon's Melody"
e58b908a8e1411f0b8ac8878734f76cf,59,Soukaku,60,Ice,Kaboom the Cannon,60.0,1,12,3,11,6,10,12745,2883,867,86,33.8,98.0,93,159,0.0,54,265,0,0.0,30.0,30.0,14.4,4.8,48.0,54,63,CRIT Rate,Percent ATK,Percent ATK,"4p Swing Jazz, Hormone Punk"
e58b908a8e1411f0b8ac8878734f76cf,59,Piper,60,Physical,Roaring Ride,60.0,12,12,8,12,7,11,10140,2674,870,86,9.8,83.6,150,312,0.0,36,156,0,40.0,9.0,36.0,9.6,4.8,33.6,36,72,Anomaly Proficiency,Physical DMG Bonus,Anomaly Mastery,"4p Freedom Blues, Fanged Metal"
e58b908a8e1411f0b8ac8878734f76cf,59,Astra Yao,60,Ether,Kaboom the Cannon,60.0,3,12,3,11,7,3,12549,3211,1003,83,9.8,59.6,93,128,0.0,36,358,0,0.0,15.0,39.0,24.0,4.8,9.6,36,36,Percent ATK,Percent ATK,Energy Regen,"4p Astral Voice, Swing Jazz"
e58b908a8e1411f0b8ac8878734f76cf,59,Burnice,60,Fire,Flamemaker Shaker,60.0,12,12,7,12,7,9,10677,2829,991,83,17.0,54.8,153,380,0.0,27,156,0,30.0,12.0,27.0,14.4,12.0,4.8,27,108,Anomaly Proficiency,Fire DMG Bonus,Anomaly Mastery,"4p Chaos Jazz, Freedom Blues"
e58b90c58e1411f08f398878734f76cf,60,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,11,12,7,11,9873,2746,1009,86,65.8,200.4,116,265,24.0,0,120,0,0.0,0.0,15.0,33.6,28.8,86.4,0,27,CRIT DMG,PEN Ratio,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
e58b90c58e1411f08f398878734f76cf,60,Vivian,60,Ether,Flight of Fancy,60.0,12,12,10,12,7,10,11597,2435,922,86,7.4,54.8,198,483,0.0,54,120,0,30.0,21.0,33.0,19.2,2.4,4.8,54,153,Anomaly Proficiency,Ether DMG Bonus,Anomaly Mastery,"4p Phaethon's Melody, Freedom Blues"
e58b90c58e1411f08f398878734f76cf,60,Yuzuha,60,Physical,Weeping Cradle,60.0,12,12,11,12,7,11,12466,3029,1046,86,9.8,78.8,171,201,24.0,9,144,0,0.0,15.0,15.0,38.4,4.8,28.8,9,108,Percent ATK,Percent ATK,Anomaly Mastery,"4p Moonlight Lullaby, Phaethon's Melody"
e58b90c58e1411f08f398878734f76cf,60,Burnice,60,Fire,Flamemaker Shaker,60.0,12,12,8,12,7,8,11010,2592,888,83,29.0,64.4,153,389,0.0,36,156,0,30.0,15.0,12.0,4.8,24.0,14.4,36,117,Anomaly Proficiency,Fire DMG Bonus,Anomaly Mastery,"4p Chaos Jazz, Freedom Blues"
e58b90c58e1411f08f398878734f76cf,60,Jane,60,Physical,Sharpened Stinger,60.0,12,12,11,12,7,10,11035,2731,936,86,9.8,59.6,192,425,0.0,27,120,0,40.0,12.0,42.0,24.0,4.8,9.6,27,99,Anomaly Proficiency,Physical DMG Bonus,Anomaly Mastery,"4p Fanged Metal, Freedom Blues"
e58b90c58e1411f08f398878734f76cf,60,Yixuan,60,Ether,Qingming Birdcage,60.0,12,12,11,12,7,11,18475,2076,724,93,57.8,166.8,92,99,0.0,18,0,2469,30.0,15.0,9.0,19.2,38.4,52.8,18,9,CRIT DMG,Ether DMG Bonus,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
e58b90fb8e1411f08c158878734f76cf,60,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,12,12,7,12,10558,3157,922,86,72.2,162.0,116,247,0.0,54,120,0,10.0,6.0,15.0,19.2,43.2,48.0,54,9,CRIT DMG,Percent ATK,Percent ATK,"4p Branch & Blade Song, Polar Metal"
e58b91328e1411f0a5e28878734f76cf,60,Yixuan,60,Ether,Qingming Birdcage,60.0,12,11,9,11,7,9,19199,1988,703,93,61.0,160.4,92,90,0.0,36,0,2515,30.0,33.0,0.0,14.4,33.6,62.4,36,0,CRIT DMG,Ether DMG Bonus,Percent HP,"4p Yunkui Tales, Woodpecker Electro"
e58b91328e1411f0a5e28878734f76cf,60,Trigger,60,Electric,Spectral Gaze,60.0,12,11,8,11,7,10,11845,1905,872,154,92.2,107.6,96,95,0.0,45,120,0,30.0,9.0,6.0,9.6,31.2,57.6,45,0,CRIT Rate,Electric DMG Bonus,Impact,"4p King of the Summit, Woodpecker Electro"
e58b91328e1411f0a5e28878734f76cf,60,Ju Fufu,60,Fire,Hellfire Gears,60.0,4,11,3,12,7,8,12113,3151,856,167,53.0,78.8,93,114,0.0,0,120,0,0.0,12.0,33.0,0.0,33.6,28.8,0,18,Percent ATK,Percent ATK,Impact,"4p King of the Summit, Shockstar Disco"
e58b91328e1411f0a5e28878734f76cf,60,Ellen,60,Ice,Deep Sea Visitor,60.0,12,12,11,12,7,9,10794,3519,907,93,68.2,146.0,94,129,24.0,27,120,0,0.0,12.0,24.0,19.2,16.8,96.0,27,36,Percent ATK,PEN Ratio,Percent ATK,"4p Woodpecker Electro, Hormone Punk"
e58b91328e1411f0a5e28878734f76cf,60,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,8,12,7,8,10670,2951,835,86,82.6,133.2,116,283,24.0,9,120,0,0.0,6.0,30.0,0.0,45.6,19.2,9,45,CRIT DMG,PEN Ratio,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
