uid,player_level,character,char_level,element,w_engine,w_engine_level,basic_atk,special_atk,dash,ultimate,core_skill,assist,base_hp,base_atk,base_def,base_impact,crit_rate,crit_dmg,anomaly_mastery,anomaly_proficiency,pen_ratio,pen,base_energy_regen,sheer_force,dmg_bonus,percent_hp_sub,percent_atk_sub,percent_def_sub,crit_rate_sub,crit_dmg_sub,pen_sub,anomaly_proficiency_sub,drive_slot_4,drive_slot_5,drive_slot_6,drive_sets
1000006,60,Vivian,60,Ether,Flight of Fancy,60,11,12,1,10,6,9,11242,2119,994,86,12.2,83.6,198,447,0.0,45,120,0,30.0,12,15,28.8,7.2,33.6,45,117,Anomaly Proficiency,Ether DMG Bonus,Anomaly Mastery,"4p Phaethon's Melody, Chaos Jazz"
1000007,60,Ellen,60,Ice,Deep Sea Visitor,60,12,12,11,12,7,11,10558,3551,865,93,82.6,102.8,94,93,32.0,36,120,0,0.0,6,36,0.0,31.2,52.8,36,0,Percent ATK,PEN Ratio,Percent ATK,"4p Puffer Electro, Woodpecker Electro"
1000007,60,Soldier 0 - Anby,60,Electric,Severed Innocence,60,12,12,12,12,7,12,9985,3030,826,93,77.0,171.6,94,120,0.0,45,120,0,30.0,0,33,0.0,33.6,57.6,45,27,CRIT Rate,Electric DMG Bonus,Percent ATK,"4p Shadow Harmony, Branch & Blade Song"
1000007,60,Dialyn,60,Physical,Yesterday Calls,60,11,12,7,11,7,11,12430,2392,1032,110,101.0,64.4,94,156,0.0,0,216,0,0.0,24,6,28.8,33.6,14.4,0,63,CRIT Rate,Percent ATK,Energy Regen,"4p King of the Summit, Moonlight Lullaby"
1000007,60,Trigger,60,Electric,Spectral Gaze,60,12,12,7,12,7,11,11047,2620,814,162,91.4,93.2,96,122,0.0,18,120,0,0.0,6,21,0.0,38.4,43.2,18,27,CRIT Rate,Percent ATK,Impact,"4p King of the Summit, Shockstar Disco"
1000007,60,Burnice,60,Fire,Flamemaker Shaker,60,9,12,7,12,7,9,11231,2800,899,83,9.8,59.6,153,377,0.0,54,156,0,40.0,18,24,19.2,4.8,9.6,54,135,Anomaly Proficiency,Fire DMG Bonus,Anomaly Mastery,"4p Chaos Jazz, Inferno Metal"
1000007,60,Orphie & Magus,60,Fire,Bellicose Blaze,60,7,12,7,12,7,8,11717,2647,929,93,43.4,155.6,92,99,0.0,9,374,0,0.0,15,12,14.4,38.4,57.6,9,9,CRIT DMG,Percent ATK,Energy Regen,"4p Shadow Harmony, Swing Jazz"
1000008,60,Astra Yao,60,Ether,Bashful Demon,40,3,12,3,11,7,3,12549,2991,1003,83,9.8,59.6,93,128,0.0,36,280,0,0.0,15,39,24.0,4.8,9.6,36,36,Percent ATK,Percent ATK,Energy Regen,"4p Astral Voice, Swing Jazz"
1000008,60,Yixuan,60,Ether,Qingming Birdcage,60,12,12,12,12,7,8,18335,2192,718,93,48.2,176.4,92,99,0.0,27,0,2490,30.0,12,15,14.4,28.8,62.4,27,9,CRIT DMG,Ether DMG Bonus,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
1000008,60,Miyabi,60,Ice,Hailstorm Shrine,60,12,12,10,12,7,11,10794,2997,893,86,63.4,147.6,116,247,0.0,36,120,0,30.0,12,27,9.6,26.4,33.6,36,9,CRIT DMG,Ice DMG Bonus,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
1000008,60,Lucy,60,Fire,,,6,11,6,11,6,6,10225,708,788,86,14.6,59.6,94,93,0.0,9,156,0,30.0,0,12,28.8,9.6,9.6,9,0,,Fire DMG Bonus,,Flex
1000008,60,Burnice,60,Fire,Flamemaker Shaker,60,12,12,7,12,7,9,10677,2828,990,83,17.0,54.8,153,380,0.0,27,156,0,30.0,12,27,14.4,12.0,4.8,27,108,Anomaly Proficiency,Fire DMG Bonus,Anomaly Mastery,"4p Chaos Jazz, Freedom Blues"
1000008,60,Piper,60,Physical,Fusion Compiler,60,12,12,8,12,7,11,9498,2569,869,86,12.2,93.2,150,256,24.0,9,156,0,10.0,3,21,9.6,7.2,43.2,9,108,,Percent ATK,Anomaly Mastery,"Fanged Metal, Freedom Blues, Flex"
1000009,60,Vivian,60,Ether,Flight of Fancy,60,12,12,10,12,7,10,10676,2529,935,86,12.2,50.0,198,492,0.0,36,120,0,30.0,9,33,24.0,7.2,0.0,36,162,Anomaly Proficiency,Ether DMG Bonus,Anomaly Mastery,"4p Phaethon's Melody, Freedom Blues"
1000009,60,Jane,60,Physical,Sharpened Stinger,60,12,12,11,12,7,10,11035,2730,935,86,9.8,59.6,192,425,0.0,27,120,0,40.0,12,42,24.0,4.8,9.6,27,99,Anomaly Proficiency,Physical DMG Bonus,Anomaly Mastery,"4p Fanged Metal, Freedom Blues"
1000009,60,Miyabi,60,Ice,Hailstorm Shrine,60,12,12,11,12,7,11,9873,2745,1008,86,65.8,200.4,116,265,24.0,0,120,0,0.0,0,15,33.6,28.8,86.4,0,27,CRIT DMG,PEN Ratio,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
1000009,60,Dialyn,60,Physical,Yesterday Calls,60,11,11,9,11,7,11,12407,2467,1002,110,101.0,107.6,94,111,0.0,0,216,0,0.0,21,15,28.8,33.6,57.6,0,18,CRIT Rate,Percent ATK,Energy Regen,"4p King of the Summit, Swing Jazz"
1000009,60,Lucia,60,Ether,Dreamlit Hearth,60,8,12,8,11,7,8,24455,1875,895,83,26.6,98.0,96,122,0.0,45,187,0,0.0,18,6,9.6,21.6,48.0,45,27,Percent HP,Percent HP,Percent HP,"4p Moonlight Lullaby, Yunkui Tales"
1000009,60,Yuzuha,60,Physical,Weeping Cradle,60,12,12,11,12,7,11,12466,3059,987,86,9.8,78.8,171,210,24.0,18,144,0,0.0,15,21,28.8,4.8,28.8,18,117,Percent ATK,Percent ATK,Anomaly Mastery,"4p Moonlight Lullaby, Phaethon's Melody"
1000010,60,Yixuan,60,Ether,Qingming Birdcage,60,12,12,9,12,7,9,20705,2065,703,93,63.4,165.2,92,108,0.0,36,0,2689,0.0,21,6,14.4,36.0,67.2,36,18,CRIT DMG,Percent HP,Percent HP,"4p Yunkui Tales, Woodpecker Electro"
1000010,60,Orphie & Magus,60,Fire,Bellicose Blaze,60,11,12,11,12,7,12,11259,2587,929,93,41.0,170.0,92,90,0.0,0,374,0,0.0,12,6,9.6,36.0,72.0,0,0,CRIT DMG,Percent ATK,Energy Regen,"4p Shadow Harmony, Moonlight Lullaby"
1000010,60,Yanagi,60,Electric,Timeweaver,60,11,12,7,11,7,8,10801,3308,958,86,14.6,69.2,192,392,0.0,27,120,0,0.0,9,24,19.2,9.6,19.2,27,126,Anomaly Proficiency,Percent ATK,Anomaly Mastery,"4p Chaos Jazz, Freedom Blues"
1000010,60,Ellen,60,Ice,Deep Sea Visitor,60,12,12,12,12,7,12,10794,3518,906,93,68.2,146.0,94,129,24.0,27,120,0,0.0,12,24,19.2,16.8,96.0,27,36,Percent ATK,PEN Ratio,Percent ATK,"4p Woodpecker Electro, Hormone Punk"
1000010,60,Miyabi,60,Ice,Hailstorm Shrine,60,12,12,8,12,7,8,10906,2618,819,86,69.8,104.4,150,369,0.0,0,120,0,30.0,12,36,4.8,40.8,38.4,0,9,Anomaly Proficiency,Ice DMG Bonus,Anomaly Mastery,"4p Branch & Blade Song, Freedom Blues"
1000010,60,Burnice,60,Fire,Flamemaker Shaker,60,9,12,5,11,7,8,10456,2989,916,83,17.0,54.8,162,368,0.0,36,156,0,30.0,9,36,9.6,12.0,4.8,36,126,Anomaly Proficiency,Fire DMG Bonus,Anomaly Mastery,"4p Chaos Jazz, Phaethon's Melody"
1000011,59,Soldier 11,60,Fire,Heartstring Nocturne,60,12,12,12,12,7,12,10670,2675,825,93,94.6,155.6,94,102,24.0,63,120,0,10.0,6,15,4.8,43.2,57.6,63,9,CRIT DMG,PEN Ratio,Percent ATK,"4p Woodpecker Electro, Inferno Metal"
1000011,59,Trigger,60,Electric,Spectral Gaze,60,12,12,7,11,7,11,11047,2620,929,131,94.6,102.8,96,104,0.0,9,120,0,30.0,6,21,19.2,33.6,52.8,9,9,CRIT Rate,Electric DMG Bonus,Percent ATK,"4p King of the Summit, Woodpecker Electro"
1000011,59,Soldier 0 - Anby,60,Electric,Severed Innocence,60,11,11,11,11,7,9,10216,3580,884,93,58.6,189.2,94,102,0.0,27,120,0,0.0,3,33,9.6,31.2,43.2,27,9,CRIT DMG,Percent ATK,Percent ATK,"4p Shadow Harmony, Woodpecker Electro"
1000011,59,Manato,60,Fire,Grill O'Wisp,60,11,12,7,12,7,12,20842,1819,712,95,36.2,171.6,87,108,0.0,36,0,2629,0.0,24,9,19.2,31.2,57.6,36,18,CRIT DMG,Percent HP,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
1000011,59,Miyabi,60,Ice,Hailstorm Shrine,60,12,12,11,12,7,11,11024,2472,819,86,86.6,128.4,150,277,24.0,18,120,0,0.0,15,27,4.8,33.6,62.4,18,9,CRIT Rate,PEN Ratio,Anomaly Mastery,"4p Branch & Blade Song, Freedom Blues"
1000011,59,Orphie & Magus,60,Fire,The Brimstone,60,7,11,1,11,7,11,11502,2943,856,93,57.8,88.4,92,99,0.0,18,280,0,30.0,18,27,0.0,28.8,38.4,18,9,CRIT Rate,Fire DMG Bonus,Energy Regen,"4p Shadow Harmony, Swing Jazz"
1000012,60,Miyabi,60,Ice,Hailstorm Shrine,60,12,12,11,12,7,12,10676,2317,790,86,67.4,176.4,150,274,32.0,36,120,0,0.0,9,21,0.0,38.4,62.4,36,36,CRIT DMG,PEN Ratio,Anomaly Mastery,"4p Branch & Blade Song, Puffer Electro"
1000012,60,Astra Yao,60,Ether,Kaboom the Cannon,60,7,12,7,12,7,7,11481,3325,900,83,14.6,69.2,93,92,0.0,54,358,0,0.0,0,42,14.4,9.6,19.2,54,0,Percent ATK,Percent ATK,Energy Regen,"4p Moonlight Lullaby, Astral Voice"
1000012,60,Trigger,60,Electric,Spectral Gaze,60,12,11,7,11,7,11,10599,2437,930,162,89.0,78.8,96,167,0.0,63,120,0,0.0,6,15,14.4,36.0,28.8,63,72,CRIT Rate,Percent ATK,Impact,"4p King of the Summit, Shockstar Disco"
1000012,60,Yixuan,60,Ether,Qingming Birdcage,60,11,12,11,12,7,11,21431,2143,697,93,62.6,166.8,92,99,0.0,0,0,2785,0.0,27,12,9.6,43.2,52.8,0,9,CRIT DMG,Percent HP,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
1000012,60,Yuzuha,60,Physical,Metanukimorphosis,60,12,11,7,11,7,9,11824,3142,899,86,14.6,59.6,171,248,0.0,45,216,0,0.0,9,57,9.6,9.6,9.6,45,63,Anomaly Proficiency,Percent ATK,Anomaly Mastery,"4p Moonlight Lullaby, Phaethon's Melody"
1000012,60,Evelyn,60,Fire,Heartstring Nocturne,60,12,9,9,12,7,7,10212,3046,856,93,69.8,170.0,92,153,32.0,27,120,0,0.0,0,24,0.0,26.4,72.0,27,63,CRIT DMG,PEN Ratio,Percent ATK,"4p Astral Voice, Puffer Electro"
1000013,60,Miyabi,60,Ice,Hailstorm Shrine,60,12,12,11,12,7,11,10676,2839,865,86,65.0,181.2,116,256,24.0,27,120,0,0.0,9,12,0.0,36.0,67.2,27,18,CRIT DMG,PEN Ratio,Percent ATK,"4p Branch & Blade Song, Astral Voice"
1000013,60,Yanagi,60,Electric,Weeping Gemini,60,11,12,7,12,7,9,10456,2362,1002,86,7.4,69.2,148,401,0.0,126,216,0,30.0,6,12,24.0,2.4,19.2,126,135,Anomaly Proficiency,Electric DMG Bonus,Energy Regen,"Chaos Jazz, Freedom Blues, Swing Jazz"
1000013,60,Soldier 0 - Anby,60,Electric,Severed Innocence,60,11,12,7,11,7,7,10664,2613,855,93,65.0,210.0,94,102,0.0,45,120,0,30.0,3,3,4.8,21.6,96.0,45,9,CRIT Rate,Electric DMG Bonus,Percent ATK,"4p Shadow Harmony, Branch & Blade Song"
1000013,60,Yuzuha,60,Physical,Metanukimorphosis,60,11,12,1,11,7,11,12272,3231,957,86,21.8,64.4,171,165,0.0,27,216,0,0.0,9,33,24.0,16.8,14.4,27,72,Percent ATK,Percent ATK,Anomaly Mastery,"4p Moonlight Lullaby, Phaethon's Melody"
1000013,60,Trigger,60,Electric,Spectral Gaze,60,12,11,6,11,7,6,11173,2299,814,154,89.8,122.0,96,158,0.0,27,120,0,0.0,9,3,0.0,28.8,72.0,27,63,CRIT Rate,Percent ATK,Impact,"4p Shadow Harmony, Woodpecker Electro"
1000013,60,Lighter,60,Fire,Blazing Laurel,60,12,12,3,12,7,7,11037,2645,1092,194,17.0,78.8,91,117,0.0,36,144,0,30.0,3,18,24.0,12.0,28.8,36,27,Percent ATK,Fire DMG Bonus,Impact,"4p Shockstar Disco, Swing Jazz"
1000014,60,Soldier 0 - Anby,60,Electric,Severed Innocence,60,12,12,12,12,7,10,10906,3060,870,93,48.2,234.0,94,102,24.0,0,120,0,0.0,12,36,4.8,28.8,72.0,0,9,CRIT DMG,PEN Ratio,Percent ATK,"4p Shadow Harmony, Branch & Blade Song"
1000014,60,Seed,60,Electric,Cordis Germina,60,12,12,11,12,7,12,10104,2753,870,93,69.8,210.0,94,120,0.0,27,120,0,30.0,3,15,4.8,40.8,67.2,27,27,CRIT DMG,Electric DMG Bonus,Percent ATK,"4p Dawn's Bloom, Branch & Blade Song"
1000014,60,Yixuan,60,Ether,Qingming Birdcage,60,12,12,11,12,7,11,17942,2141,676,93,60.2,176.4,92,90,0.0,27,0,2436,30.0,18,6,4.8,40.8,62.4,27,0,CRIT DMG,Ether DMG Bonus,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
1000014,60,Miyabi,60,Ice,Hailstorm Shrine,60,12,12,12,12,7,11,10794,2834,834,86,72.2,176.4,116,247,8.0,36,120,0,30.0,12,24,4.8,43.2,62.4,36,9,CRIT DMG,Ice DMG Bonus,Percent ATK,"4p Branch & Blade Song, Puffer Electro"
1000014,60,Burnice,60,Fire,Flamemaker Shaker,60,11,12,11,12,7,11,9902,3102,799,83,43.4,186.0,118,174,0.0,18,156,0,40.0,3,12,0.0,38.4,72.0,18,54,CRIT DMG,Fire DMG Bonus,Percent ATK,"4p Inferno Metal, Branch & Blade Song"
1000014,60,Alice,60,Physical,Practiced Perfection,60,12,12,11,12,7,11,10670,2874,936,86,12.2,69.2,184,354,32.0,45,120,0,10.0,6,27,19.2,7.2,19.2,45,144,Anomaly Proficiency,PEN Ratio,Anomaly Mastery,"4p Fanged Metal, Puffer Electro"
1000015,60,Miyabi,60,Ice,Hailstorm Shrine,60,12,11,8,12,7,10,10433,2864,953,86,82.6,128.4,116,274,0.0,18,120,0,30.0,0,27,9.6,21.6,62.4,18,36,CRIT Rate,Ice DMG Bonus,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
1000015,60,Ellen,60,Ice,Deep Sea Visitor,60,12,12,8,11,7,9,11591,3056,906,93,77.0,152.4,94,102,0.0,18,120,0,40.0,18,36,19.2,33.6,38.4,18,9,CRIT DMG,Ice DMG Bonus,Percent ATK,"4p Polar Metal, Branch & Blade Song"
1000015,60,Yixuan,60,Ether,Radiowave Journey,60,11,12,11,12,7,8,19533,1951,646,93,67.4,133.2,92,126,0.0,9,0,2538,30.0,42,9,4.8,24.0,67.2,9,36,CRIT Rate,Ether DMG Bonus,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
