uid,player_level,character,char_level,element,w_engine,w_engine_level,basic_atk,special_atk,dash,ultimate,core_skill,assist,base_hp,base_atk,base_def,base_impact,crit_rate,crit_dmg,anomaly_mastery,anomaly_proficiency,pen_ratio,pen,base_energy_regen,dmg_bonus,percent_hp_sub,percent_atk_sub,percent_def_sub,crit_rate_sub,crit_dmg_sub,pen_sub,anomaly_proficiency_sub,drive_slot_4,drive_slot_5,drive_slot_6,drive_sets
ad2d23a1765411f0bf468878734f76cf,60,Zhu Yuan,60,Ether,Starlight Engine,60.0,11,11,7,11,7,7,0,0,0,0,56.2,174.8,93,119,0.0,9,0,40.0,0.0,21.0,4.8,43.2,48.0,9,27,CRIT DMG,Ether DMG Bonus,Percent ATK,"4p Chaotic Metal, Woodpecker Electro"
ad2d23a1765411f0bf468878734f76cf,60,Yanagi,60,Electric,Roaring Ride,60.0,7,11,7,11,7,7,0,0,0,0,14.6,69.2,192,371,24.0,9,0,10.0,3.0,36.0,19.2,9.6,19.2,9,135,Anomaly Proficiency,PEN Ratio,Anomaly Mastery,"4p Thunder Metal, Freedom Blues"
ad0fc16b765411f0b7908878734f76cf,60,Astra Yao,60,Ether,Elegant Vanity,60.0,12,12,12,12,7,12,0,0,0,0,21.8,146.0,93,92,0.0,36,0,30.0,12.0,48.0,9.6,16.8,48.0,36,0,CRIT DMG,Ether DMG Bonus,Energy Regen,"4p Astral Voice, Swing Jazz"
ad0fc16b765411f0b7908878734f76cf,60,Koleda,60,Fire,Steel Cushion,60.0,12,12,12,12,7,12,0,0,0,0,60.2,157.2,97,150,0.0,54,0,10.0,0.0,24.0,19.2,31.2,43.2,54,54,CRIT DMG,Percent ATK,Percent ATK,"4p Inferno Metal, Branch & Blade Song"
ad0fc16b765411f0b7908878734f76cf,60,Zhu Yuan,60,Ether,Riot Suppressor Mark VI,60.0,12,12,12,12,7,12,0,0,0,0,41.0,219.6,93,146,0.0,18,0,40.0,9.0,21.0,0.0,36.0,76.8,18,54,Percent ATK,Ether DMG Bonus,Percent ATK,"4p Chaotic Metal, Branch & Blade Song"
ad0fc16b765411f0b7908878734f76cf,60,Harumasa,60,Electric,Zanshin Herb Case,60.0,11,11,12,11,7,11,0,0,0,0,45.8,214.8,80,131,24.0,36,0,0.0,12.0,15.0,14.4,26.4,52.8,36,36,CRIT DMG,PEN Ratio,Percent ATK,"4p Shadow Harmony, Branch & Blade Song"
ad0fc16b765411f0b7908878734f76cf,60,Burnice,60,Fire,Flamemaker Shaker,60.0,11,11,11,11,7,11,0,0,0,0,5.0,93.2,153,371,0.0,36,0,30.0,3.0,36.0,4.8,0.0,43.2,36,99,Anomaly Proficiency,Fire DMG Bonus,Anomaly Mastery,"4p Chaos Jazz, Freedom Blues"
ad0fc16b765411f0b7908878734f76cf,60,Yuzuha,60,Physical,Metanukimorphosis,60.0,12,12,11,12,7,11,0,0,0,0,7.4,59.6,171,311,0.0,45,0,0.0,9.0,42.0,0.0,2.4,9.6,45,126,Anomaly Proficiency,Percent ATK,Anomaly Mastery,"4p Astral Voice, Phaethon's Melody"
ad0fc1b3765411f083bf8878734f76cf,60,Trigger,60,Electric,Spectral Gaze,60.0,11,11,10,10,7,10,0,0,0,0,91.4,123.6,96,149,0.0,9,0,30.0,0.0,18.0,9.6,38.4,57.6,9,54,CRIT Rate,Electric DMG Bonus,Impact,"4p Shadow Harmony, Branch & Blade Song"
ad0fc1b3765411f083bf8878734f76cf,60,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,12,12,7,12,0,0,0,0,65.0,162.0,116,319,0.0,18,0,0.0,0.0,18.0,14.4,36.0,48.0,18,81,CRIT DMG,Percent ATK,Percent ATK,"4p Branch & Blade Song, Astral Voice"
ad0fc1b3765411f083bf8878734f76cf,60,Soldier 0 - Anby,60,Electric,Severed Innocence,60.0,11,12,11,8,7,8,0,0,0,0,41.0,200.4,94,120,0.0,36,0,0.0,9.0,12.0,4.8,21.6,38.4,36,27,CRIT DMG,Percent ATK,Percent ATK,"4p Shadow Harmony, Branch & Blade Song"
ad0fc1b3765411f083bf8878734f76cf,60,Vivian,60,Ether,Flight of Fancy,60.0,12,12,11,12,7,11,0,0,0,0,7.4,59.6,198,402,0.0,36,0,0.0,9.0,30.0,24.0,2.4,9.6,36,72,Anomaly Proficiency,Percent ATK,Anomaly Mastery,"4p Phaethon's Melody, Chaos Jazz"
ad0fc1b3765411f083bf8878734f76cf,60,Yuzuha,60,Physical,Metanukimorphosis,60.0,11,12,8,11,7,10,0,0,0,0,29.0,107.6,171,93,0.0,18,0,0.0,24.0,18.0,14.4,24.0,57.6,18,0,Percent ATK,Percent ATK,Anomaly Mastery,"4p Swing Jazz, Phaethon's Melody"
ad0fc1b3765411f083bf8878734f76cf,60,Astra Yao,60,Ether,Elegant Vanity,60.0,7,12,7,11,7,7,0,0,0,0,21.8,69.2,93,137,0.0,27,0,0.0,21.0,18.0,19.2,16.8,19.2,27,45,Percent ATK,Percent ATK,Percent ATK,"4p Astral Voice, Hormone Punk"
ad0fc1f4765411f0bb0d8878734f76cf,60,Yixuan,60,Ether,Steel Cushion,60.0,11,11,1,11,7,1,0,0,0,0,89.0,147.6,92,108,0.0,54,0,0.0,9.0,3.0,24.0,21.6,81.6,54,18,CRIT Rate,Percent HP,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
ad0fc1f4765411f0bb0d8878734f76cf,60,Anby,60,Electric,Demara Battery Mark II,60.0,11,11,11,11,7,11,0,0,0,0,50.6,83.6,94,129,0.0,54,0,0.0,6.0,21.0,43.2,21.6,33.6,54,36,CRIT Rate,Percent ATK,Impact,"4p King of the Summit, Shockstar Disco"
ad0fc1f4765411f0bb0d8878734f76cf,60,Soldier 0 - Anby,60,Electric,Severed Innocence,60.0,11,11,7,11,7,1,0,0,0,0,72.2,186.0,94,93,0.0,18,0,30.0,9.0,15.0,33.6,28.8,72.0,18,0,CRIT Rate,Electric DMG Bonus,Percent ATK,"4p Shadow Harmony, Branch & Blade Song"
ad2d23fe765411f084c88878734f76cf,60,Ju Fufu,60,Fire,Hellfire Gears,60.0,11,11,1,11,7,11,0,0,0,0,50.6,88.4,93,150,0.0,18,0,0.0,6.0,39.0,0.0,7.2,38.4,18,54,CRIT Rate,Percent ATK,Percent ATK,"4p King of the Summit, Astral Voice"
ad2d23fe765411f084c88878734f76cf,60,Trigger,60,Electric,Precious Fossilized Core,60.0,11,11,1,11,7,1,0,0,0,0,67.4,59.6,96,113,0.0,27,0,30.0,33.0,18.0,19.2,38.4,9.6,27,18,CRIT Rate,Electric DMG Bonus,Impact,"4p King of the Summit, Shockstar Disco"
ad2d23fe765411f084c88878734f76cf,60,Lycaon,60,Ice,Steam Oven,60.0,11,11,7,11,7,11,0,0,0,0,60.2,69.2,91,108,0.0,54,0,30.0,24.0,15.0,24.0,31.2,19.2,54,18,CRIT Rate,Ice DMG Bonus,Impact,"4p King of the Summit, Shockstar Disco"
ad2d23fe765411f084c88878734f76cf,60,Yixuan,60,Ether,Qingming Birdcage,60.0,12,12,11,12,7,11,0,0,0,0,53.0,176.4,92,90,0.0,27,0,30.0,6.0,15.0,9.6,33.6,62.4,27,0,CRIT DMG,Ether DMG Bonus,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
ad2d23fe765411f084c88878734f76cf,60,Soldier 11,60,Fire,The Brimstone,60.0,12,12,7,12,7,12,0,0,0,0,45.8,150.8,94,93,8.0,18,0,40.0,3.0,27.0,9.6,26.4,52.8,18,0,CRIT DMG,Fire DMG Bonus,Percent ATK,"4p Inferno Metal, Puffer Electro"
ad2d23fe765411f084c88878734f76cf,60,Soldier 0 - Anby,60,Electric,Severed Innocence,60.0,11,11,11,11,7,11,0,0,0,0,77.8,155.6,94,93,0.0,0,0,30.0,24.0,24.0,0.0,26.4,57.6,0,0,CRIT Rate,Electric DMG Bonus,Percent ATK,"4p Shadow Harmony, Woodpecker Electro"
ad2d2441765411f0a3b78878734f76cf,60,Soldier 0 - Anby,60,Electric,Severed Innocence,60.0,12,12,12,12,7,12,0,0,0,0,69.8,186.0,94,120,0.0,0,0,30.0,12.0,6.0,24.0,26.4,72.0,0,27,CRIT Rate,Electric DMG Bonus,Percent ATK,"4p Shadow Harmony, Branch & Blade Song"
ad2d2441765411f0a3b78878734f76cf,60,Anby,60,Electric,Demara Battery Mark II,60.0,5,8,5,5,7,5,0,0,0,0,26.6,131.6,94,129,0.0,54,0,30.0,6.0,6.0,38.4,21.6,33.6,54,36,CRIT DMG,Electric DMG Bonus,Impact,"4p Shockstar Disco, Swing Jazz"
ad2d2441765411f0a3b78878734f76cf,60,Yixuan,60,Ether,Qingming Birdcage,60.0,12,12,11,12,7,11,0,0,0,0,62.6,142.8,92,108,0.0,18,0,30.0,12.0,24.0,14.4,19.2,76.8,18,18,CRIT Rate,Ether DMG Bonus,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
ad2d2441765411f0a3b78878734f76cf,60,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,11,12,7,11,0,0,0,0,79.4,138.0,116,310,0.0,54,0,30.0,6.0,3.0,28.8,26.4,72.0,54,72,CRIT Rate,Ice DMG Bonus,Percent ATK,"4p Branch & Blade Song, Astral Voice"
ad2d2441765411f0a3b78878734f76cf,60,Evelyn,60,Fire,Heartstring Nocturne,60.0,11,12,8,12,7,11,0,0,0,0,77.8,142.8,92,171,0.0,27,0,30.0,12.0,9.0,4.8,26.4,28.8,27,81,CRIT DMG,Fire DMG Bonus,Percent ATK,"4p Woodpecker Electro, Branch & Blade Song"
ad2d2441765411f0a3b78878734f76cf,60,Astra Yao,60,Ether,Kaboom the Cannon,60.0,1,12,1,11,7,1,0,0,0,0,21.8,83.6,93,146,0.0,63,0,0.0,0.0,18.0,0.0,16.8,33.6,63,54,Percent ATK,Percent ATK,Percent ATK,"4p Astral Voice, Hormone Punk"
ad0fc29d765411f09b268878734f76cf,59,Billy,60,Physical,The Brimstone,60.0,12,10,3,7,7,3,0,0,0,0,61.0,131.6,92,136,0.0,63,0,40.0,18.0,12.0,0.0,33.6,33.6,63,45,CRIT DMG,Physical DMG Bonus,Percent ATK,"4p Woodpecker Electro, Fanged Metal"
ad0fc29d765411f09b268878734f76cf,59,Anby,60,Electric,Demara Battery Mark II,60.0,7,12,3,7,7,3,0,0,0,0,48.2,98.0,94,138,0.0,63,0,30.0,0.0,21.0,4.8,19.2,48.0,63,45,CRIT Rate,Electric DMG Bonus,Impact,"4p Shockstar Disco, Swing Jazz"
ad0fc29d765411f09b268878734f76cf,59,Soldier 0 - Anby,60,Electric,Severed Innocence,60.0,12,12,12,12,7,12,0,0,0,0,58.6,179.6,94,120,0.0,27,0,30.0,12.0,15.0,33.6,31.2,33.6,27,27,CRIT DMG,Electric DMG Bonus,Percent ATK,"4p Shadow Harmony, Woodpecker Electro"
ad0fc29d765411f09b268878734f76cf,59,Seth,60,Electric,Tusks of Fury,54.0,3,6,3,3,5,5,0,0,0,0,19.4,64.4,86,218,0.0,72,0,0.0,12.0,42.0,19.2,14.4,14.4,72,36,Anomaly Proficiency,Percent ATK,Impact,"4p Proto Punk, Astral Voice"
ad0fc29d765411f09b268878734f76cf,59,Lighter,60,Fire,Hellfire Gears,60.0,12,6,3,3,6,3,0,0,0,0,48.2,98.0,91,108,0.0,72,0,30.0,15.0,6.0,19.2,19.2,48.0,72,18,CRIT Rate,Fire DMG Bonus,Impact,"4p Proto Punk, Shockstar Disco"
ad0fc29d765411f09b268878734f76cf,59,Qingyi,60,Electric,Ice-Jade Teapot,54.0,10,3,1,3,6,3,0,0,0,0,29.0,64.4,94,147,6.0,36,0,0.0,12.0,12.0,14.4,14.4,14.4,36,54,CRIT Rate,PEN Ratio,Impact,"4p Shockstar Disco, Swing Jazz"
ad2d247c765411f09a538878734f76cf,60,Anby,60,Electric,Demara Battery Mark II,60.0,12,12,12,12,7,12,0,0,0,0,70.6,126.8,94,102,0.0,36,0,40.0,12.0,9.0,9.6,33.6,76.8,36,9,CRIT Rate,Electric DMG Bonus,Percent ATK,"4p Woodpecker Electro, Thunder Metal"
ad2d247c765411f09a538878734f76cf,60,Soldier 0 - Anby,60,Electric,Severed Innocence,60.0,11,12,11,12,7,11,0,0,0,0,74.6,181.2,94,102,0.0,9,0,30.0,6.0,24.0,9.6,31.2,67.2,9,9,CRIT Rate,Electric DMG Bonus,Percent ATK,"4p Shadow Harmony, Branch & Blade Song"
ad2d247c765411f09a538878734f76cf,60,Burnice,60,Fire,Weeping Gemini,60.0,11,11,8,11,7,11,0,0,0,0,7.4,54.8,153,350,0.0,27,0,40.0,15.0,39.0,4.8,2.4,4.8,27,108,Anomaly Proficiency,Fire DMG Bonus,Anomaly Mastery,"4p Chaos Jazz, Inferno Metal"
ad2d247c765411f09a538878734f76cf,60,Ju Fufu,60,Fire,Roaring Fur-nace,60.0,12,12,11,12,7,11,0,0,0,0,77.8,112.4,93,105,0.0,0,0,30.0,6.0,33.0,9.6,26.4,62.4,0,9,CRIT Rate,Fire DMG Bonus,Percent ATK,"4p Woodpecker Electro, Astral Voice"
ad2d247c765411f09a538878734f76cf,60,Miyabi,60,Ice,Fusion Compiler,60.0,11,11,7,11,7,9,0,0,0,0,68.2,123.6,116,310,48.0,18,0,0.0,3.0,0.0,24.0,31.2,57.6,18,72,CRIT Rate,PEN Ratio,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
ad2d247c765411f09a538878734f76cf,60,Evelyn,60,Fire,The Brimstone,60.0,11,9,7,11,7,7,0,0,0,0,56.2,160.4,92,117,0.0,72,0,40.0,9.0,3.0,9.6,28.8,62.4,72,27,CRIT DMG,Fire DMG Bonus,Percent ATK,"4p Woodpecker Electro, Inferno Metal"
ad2d24b5765411f09d158878734f76cf,60,Soldier 0 - Anby,60,Electric,Severed Innocence,60.0,11,11,11,11,7,11,0,0,0,0,70.6,160.4,94,93,0.0,54,0,0.0,15.0,15.0,0.0,19.2,62.4,54,0,CRIT Rate,Percent ATK,Percent ATK,"4p Shadow Harmony, Woodpecker Electro"
ad2d24b5765411f09d158878734f76cf,60,Miyabi,60,Ice,Hailstorm Shrine,60.0,11,11,11,11,7,11,0,0,0,0,73.0,80.4,116,265,0.0,18,0,30.0,3.0,18.0,0.0,36.0,14.4,18,27,Percent ATK,Ice DMG Bonus,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
ad2d24b5765411f09d158878734f76cf,60,Zhu Yuan,60,Ether,Starlight Engine,60.0,11,11,11,11,7,11,0,0,0,0,61.0,126.8,93,128,0.0,18,0,40.0,15.0,24.0,14.4,24.0,48.0,18,36,CRIT Rate,Ether DMG Bonus,Percent ATK,"4p Chaotic Metal, Woodpecker Electro"
ad2d24b5765411f09d158878734f76cf,60,Caesar,60,Physical,Original Transmorpher,60.0,11,11,11,11,7,11,0,0,0,0,53.0,93.2,87,99,24.0,72,0,0.0,3.0,18.0,19.2,24.0,43.2,72,9,CRIT Rate,PEN Ratio,Impact,"4p Proto Punk, Shockstar Disco"
ad2d24b5765411f09d158878734f76cf,60,Harumasa,60,Electric,Drill Rig - Red Axis,60.0,11,11,11,11,7,11,0,0,0,0,75.4,102.8,80,95,0.0,36,0,40.0,9.0,12.0,24.0,24.0,52.8,36,0,CRIT Rate,Electric DMG Bonus,Percent ATK,"4p Thunder Metal, Woodpecker Electro"
ad2d24b5765411f09d158878734f76cf,60,Ju Fufu,60,Fire,Hellfire Gears,60.0,11,11,11,11,7,11,0,0,0,0,65.8,69.2,93,177,0.0,0,0,0.0,21.0,24.0,9.6,14.4,19.2,0,81,CRIT Rate,Percent ATK,Percent ATK,"4p King of the Summit, Woodpecker Electro"
ad2d24e9765411f09cb18878734f76cf,60,Soldier 0 - Anby,60,Electric,Severed Innocence,60.0,12,12,11,12,7,11,0,0,0,0,69.8,152.4,94,93,0.0,63,0,30.0,21.0,15.0,9.6,26.4,38.4,63,0,CRIT Rate,Electric DMG Bonus,Percent ATK,"4p Shadow Harmony, Branch & Blade Song"
ad2d24e9765411f09cb18878734f76cf,60,Anby,60,Electric,Demara Battery Mark II,60.0,8,12,4,12,7,5,0,0,0,0,24.2,131.6,94,156,24.0,90,0,0.0,6.0,12.0,9.6,19.2,33.6,90,63,CRIT DMG,PEN Ratio,Impact,"4p Shockstar Disco, Swing Jazz"
ad2d24e9765411f09cb18878734f76cf,60,Yixuan,60,Ether,Qingming Birdcage,60.0,12,12,5,12,7,1,0,0,0,0,41.8,136.4,92,135,0.0,45,0,30.0,24.0,15.0,0.0,14.4,38.4,45,45,CRIT DMG,Ether DMG Bonus,Percent HP,"4p Yunkui Tales, Woodpecker Electro"
ad2d24e9765411f09cb18878734f76cf,60,Trigger,60,Electric,Spectral Gaze,60.0,12,12,1,10,7,1,0,0,0,0,81.8,98.0,96,113,0.0,27,0,30.0,12.0,6.0,38.4,28.8,48.0,27,18,CRIT Rate,Electric DMG Bonus,Impact,"4p Shockstar Disco, Shadow Harmony"
ad2d24e9765411f09cb18878734f76cf,60,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,1,12,7,8,0,0,0,0,89.8,123.6,116,265,0.0,27,0,0.0,3.0,12.0,33.6,28.8,57.6,27,27,CRIT Rate,Percent ATK,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
ad2d24e9765411f09cb18878734f76cf,60,Yanagi,60,Electric,Weeping Gemini,60.0,11,12,1,12,7,1,0,0,0,0,9.8,74.0,148,392,0.0,63,0,0.0,6.0,6.0,4.8,4.8,24.0,63,126,Anomaly Proficiency,Percent ATK,Percent ATK,"4p Chaos Jazz, Freedom Blues"
ad0fc37d765411f093c88878734f76cf,60,Anby,60,Electric,Demara Battery Mark II,60.0,12,12,12,12,7,12,0,0,0,0,53.0,93.2,94,120,0.0,81,0,0.0,6.0,30.0,4.8,24.0,43.2,81,27,CRIT Rate,Percent ATK,Percent ATK,"4p King of the Summit, Shockstar Disco"
ad0fc37d765411f093c88878734f76cf,60,Soldier 0 - Anby,60,Electric,Severed Innocence,60.0,12,12,12,12,7,12,0,0,0,0,45.8,210.0,94,111,0.0,54,0,30.0,0.0,39.0,14.4,26.4,48.0,54,18,CRIT DMG,Electric DMG Bonus,Percent ATK,"4p Shadow Harmony, Branch & Blade Song"
ad0fc37d765411f093c88878734f76cf,60,Soldier 11,60,Fire,The Brimstone,60.0,12,12,12,12,7,12,0,0,0,0,67.4,123.6,94,93,24.0,81,0,10.0,12.0,18.0,9.6,24.0,57.6,81,0,CRIT Rate,PEN Ratio,Percent ATK,"4p Inferno Metal, Branch & Blade Song"
ad2d251e765411f0a2e58878734f76cf,60,Astra Yao,60,Ether,Bashful Demon,60.0,1,12,1,12,7,1,0,0,0,0,26.6,69.2,93,155,0.0,18,0,0.0,12.0,33.0,9.6,21.6,19.2,18,63,Percent ATK,Percent ATK,Energy Regen,"4p Astral Voice, Swing Jazz"
ad2d251e765411f0a2e58878734f76cf,60,Vivian,60,Ether,Flight of Fancy,60.0,12,12,12,12,7,12,0,0,0,0,7.4,69.2,198,510,0.0,27,0,30.0,0.0,21.0,19.2,2.4,19.2,27,180,Anomaly Proficiency,Ether DMG Bonus,Anomaly Mastery,"4p Phaethon's Melody, Chaos Jazz"
ad2d251e765411f0a2e58878734f76cf,60,Yanagi,60,Electric,Fusion Compiler,60.0,12,12,12,12,7,12,0,0,0,0,12.2,59.6,204,344,48.0,0,0,0.0,6.0,54.0,14.4,7.2,9.6,0,108,Anomaly Proficiency,PEN Ratio,Anomaly Mastery,"4p Phaethon's Melody, Freedom Blues"
ad2d251e765411f0a2e58878734f76cf,60,Jane,60,Physical,Sharpened Stinger,60.0,12,12,12,12,7,12,0,0,0,0,7.4,59.6,192,431,24.0,36,0,10.0,0.0,48.0,43.2,2.4,9.6,36,135,Anomaly Proficiency,PEN Ratio,Anomaly Mastery,"4p Fanged Metal, Astral Voice"
ad2d251e765411f0a2e58878734f76cf,60,Piper,60,Physical,Roaring Ride,60.0,10,9,10,9,7,9,0,0,0,0,12.2,64.4,160,354,0.0,9,0,40.0,12.0,27.0,14.4,7.2,14.4,9,144,Anomaly Proficiency,Physical DMG Bonus,Anomaly Mastery,"4p Fanged Metal, Phaethon's Melody"
ad2d251e765411f0a2e58878734f76cf,60,Yuzuha,60,Physical,Metanukimorphosis,60.0,11,11,11,11,7,11,0,0,0,0,12.2,83.6,171,248,0.0,54,0,0.0,6.0,36.0,24.0,7.2,33.6,54,63,Anomaly Proficiency,Percent ATK,Anomaly Mastery,"4p Astral Voice, Phaethon's Melody"
ad2d2593765411f09a7f8878734f76cf,60,Harumasa,60,Electric,Marcato Desire,60.0,12,12,12,12,7,12,0,0,0,0,70.6,160.4,80,113,32.0,54,0,10.0,0.0,24.0,19.2,31.2,62.4,54,18,CRIT DMG,PEN Ratio,Percent ATK,"4p Thunder Metal, Puffer Electro"
ad2d2593765411f09a7f8878734f76cf,60,Lucy,60,Fire,Metanukimorphosis,60.0,11,12,11,12,7,11,0,0,0,0,50.6,118.8,94,111,0.0,63,0,0.0,12.0,24.0,24.0,21.6,52.8,63,18,CRIT Rate,Percent ATK,Percent ATK,"4p Swing Jazz, Branch & Blade Song"
ad2d2593765411f09a7f8878734f76cf,60,Rina,60,Electric,Weeping Cradle,60.0,11,12,11,12,7,11,0,0,0,0,45.8,98.0,93,119,70.4,54,0,0.0,6.0,42.0,0.0,16.8,48.0,54,27,CRIT Rate,PEN Ratio,Energy Regen,"4p Astral Voice, Puffer Electro"
ad2d2593765411f09a7f8878734f76cf,60,Piper,60,Physical,Roaring Ride,60.0,12,12,12,12,7,12,0,0,0,0,24.2,88.4,150,357,0.0,54,0,40.0,6.0,24.0,0.0,19.2,38.4,54,117,Anomaly Proficiency,Physical DMG Bonus,Anomaly Mastery,"4p Fanged Metal, Chaos Jazz"
ad2d2593765411f09a7f8878734f76cf,60,Alice,60,Physical,Practiced Perfection,60.0,12,12,12,12,7,12,0,0,0,0,9.8,69.2,195,363,0.0,45,0,10.0,0.0,36.0,4.8,4.8,19.2,45,153,Anomaly Proficiency,Percent ATK,Anomaly Mastery,"4p Fanged Metal, Phaethon's Melody"
ad2d2593765411f09a7f8878734f76cf,60,Yuzuha,60,Physical,Kaboom the Cannon,60.0,12,12,12,12,7,12,0,0,0,0,17.0,83.6,171,111,0.0,9,0,0.0,15.0,24.0,33.6,12.0,33.6,9,18,Percent ATK,Percent ATK,Anomaly Mastery,"4p Proto Punk, Phaethon's Melody"
ad2d25c8765411f0b8f58878734f76cf,59,Soldier 0 - Anby,60,Electric,Severed Innocence,60.0,12,12,6,12,7,8,0,0,0,0,68.2,165.2,94,120,0.0,9,0,30.0,18.0,21.0,19.2,16.8,67.2,9,27,CRIT Rate,Electric DMG Bonus,Percent ATK,"4p Shadow Harmony, Woodpecker Electro"
ad2d25c8765411f0b8f58878734f76cf,59,Yixuan,60,Ether,Qingming Birdcage,60.0,11,12,10,12,7,8,0,0,0,0,58.6,136.4,92,126,0.0,0,0,30.0,21.0,24.0,24.0,31.2,38.4,0,36,CRIT DMG,Ether DMG Bonus,Percent HP,"4p Yunkui Tales, Woodpecker Electro"
ad2d25c8765411f0b8f58878734f76cf,59,Trigger,60,Electric,Precious Fossilized Core,60.0,12,9,1,10,7,1,0,0,0,0,38.6,83.6,96,167,0.0,63,0,30.0,6.0,15.0,24.0,9.6,33.6,63,72,CRIT Rate,Electric DMG Bonus,Impact,"4p King of the Summit, Shockstar Disco"
ad2d25c8765411f0b8f58878734f76cf,59,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,11,12,7,12,0,0,0,0,75.4,176.4,116,238,0.0,27,0,0.0,12.0,18.0,24.0,38.4,62.4,27,0,CRIT DMG,Percent ATK,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
ad2d25c8765411f0b8f58878734f76cf,59,Ellen,60,Ice,Deep Sea Visitor,60.0,12,12,12,12,7,12,0,0,0,0,80.2,170.0,94,120,8.0,0,0,0.0,6.0,0.0,48.0,28.8,72.0,0,27,CRIT DMG,Percent ATK,Percent ATK,"4p Woodpecker Electro, Puffer Electro"
